aX,aY,aZ,gX,gY,gZ
0.790,0.399,0.478,11.780,16.113,1.526
0.799,0.428,0.405,13.550,15.259,9.888
0.815,0.456,0.495,-1.221,-5.066,9.766
0.745,0.351,0.461,17.151,-0.244,-2.625
0.776,0.387,0.429,15.076,10.498,8.789
0.764,0.451,0.437,13.794,6.592,16.235
0.748,0.470,0.406,5.859,2.136,-0.977
0.778,0.380,0.440,10.925,-4.639,-0.427
0.750,0.456,0.533,17.822,4.944,-1.343
0.836,0.427,0.527,12.756,3.723,-1.160

0.760,0.407,0.495,1.709,6.470,5.798
0.767,0.389,0.476,1.953,3.601,10.437
0.758,0.406,0.496,1.709,-0.793,8.972
0.776,0.450,0.486,4.700,-0.916,8.911
0.770,0.447,0.500,1.038,2.075,3.784
0.792,0.494,0.489,-1.953,5.920,4.333
0.781,0.486,0.457,-3.357,6.348,-2.502
0.767,0.430,0.453,-0.854,-0.305,-2.441
0.822,0.578,0.548,-1.099,-13.062,-12.756
0.859,0.598,0.440,0.427,-22.888,-42.297
0.761,0.268,0.593,-23.193,-57.861,-44.556
0.860,0.057,0.917,-89.722,-37.842,-12.146
0.797,-0.161,1.110,-80.383,6.104,13.489
0.809,-0.199,0.846,-40.344,45.349,44.739
0.637,-0.014,0.791,-49.438,63.721,78.491
0.559,0.196,0.632,-94.971,108.276,143.372
0.493,0.481,0.391,-139.648,129.395,184.204
0.242,0.693,-0.127,-79.956,152.832,234.741
0.138,1.045,-0.450,-2.441,129.395,268.188
0.119,1.703,-0.621,-0.183,87.830,189.026
0.040,1.679,-0.758,-15.991,24.414,48.218
0.025,1.583,-0.755,20.691,-25.208,-17.822
-0.006,1.539,-0.729,45.959,-67.871,-78.613
-0.050,1.438,-0.516,75.500,-96.863,-155.701
-0.101,1.117,-0.321,91.492,-164.429,-216.553
-0.166,1.000,-0.039,88.684,-199.524,-249.695
-0.209,0.709,0.391,118.530,-223.755,-281.738
-0.167,-0.011,0.557,161.194,-260.803,-304.382
0.144,-0.647,1.637,24.719,-261.841,-296.326
0.387,-1.622,2.336,25.635,-138.794,-181.580
0.594,-1.611,1.862,7.446,-0.916,-16.663
0.431,-0.899,1.651,-51.941,65.369,94.177
0.488,-0.469,1.364,-25.696,94.482,108.948
0.365,-0.502,1.201,-38.025,134.705,132.812
0.274,-0.410,1.047,-79.224,169.067,189.453
0.074,0.020,0.638,-116.272,234.436,258.667
-0.127,0.588,0.243,-136.780,256.775,291.199
-0.150,0.994,-0.352,-118.225,245.300,303.894
-0.227,1.302,-0.576,-84.412,186.096,262.146
-0.287,1.535,-0.892,-33.081,124.268,183.960
-0.267,2.085,-0.859,-21.545,62.378,116.516
-0.212,2.124,-1.058,21.790,22.461,2.869
-0.173,1.452,-0.767,82.092,-55.542,-93.262
-0.146,1.238,-0.444,100.403,-111.267,-131.470
-0.119,1.274,-0.206,88.867,-131.409,-167.236
-0.102,0.994,-0.067,85.876,-154.358,-215.027
-0.033,0.539,0.264,113.586,-200.806,-246.887
0.110,0.245,0.661,122.742,-242.371,-247.131
0.229,0.099,1.018,127.075,-231.995,-242.432
0.351,-0.377,1.614,25.146,-157.837,-221.924
0.493,-0.771,1.944,-44.556,-62.073,-143.005
0.538,-0.761,1.627,-44.128,7.690,-55.542
0.528,-0.703,1.281,-42.053,25.940,-3.418
0.563,-0.641,1.301,-37.964,47.668,48.462
0.501,-0.529,1.192,-53.223,82.886,103.333
0.371,-0.285,1.064,-49.988,110.840,146.973
0.268,-0.044,0.926,-47.180,170.471,184.509
0.114,0.449,0.660,-80.566,188.599,213.867
0.026,0.945,0.191,-72.998,207.520,192.932
0.039,1.076,-0.420,-100.708,192.932,200.928
0.102,1.199,-0.223,-60.608,140.076,208.069
-0.056,1.649,-0.432,-16.418,99.243,167.175
-0.083,2.023,-1.044,18.616,79.956,64.941
0.063,1.514,-0.407,46.143,-46.692,-19.714
0.099,1.366,-0.328,55.115,-44.617,-60.913
0.097,1.248,-0.238,57.617,-62.012,-90.088
0.159,1.229,-0.105,60.791,-74.463,-130.920
0.230,1.024,0.258,76.599,-123.047,-162.598
0.253,0.721,0.519,112.488,-142.883,-177.307
0.294,0.489,0.778,129.883,-151.123,-182.373
0.331,0.159,0.814,124.329,-143.311,-183.350
0.348,-0.191,1.018,47.424,-141.663,-166.992
0.458,-0.425,1.345,-16.174,-98.145,-133.240
0.558,-0.427,1.165,7.751,-17.456,-103.638
0.570,-0.398,1.089,36.926,-1.648,-30.640
0.580,-0.413,1.112,22.522,-20.325,13.916
0.624,-0.199,1.189,-14.709,35.645,44.983
0.560,-0.110,1.039,-7.568,38.208,53.711
0.509,-0.027,0.972,-36.316,48.828,82.520
0.480,-0.011,0.947,-64.026,66.711,104.492
0.435,0.072,0.841,-58.960,99.365,127.014
0.334,0.279,0.669,-53.772,118.347,148.865
0.278,0.487,0.487,-65.063,126.770,178.711
0.244,0.786,0.320,-88.989,125.183,196.289
0.212,1.139,-0.006,-96.252,109.863,174.561
0.295,1.215,0.169,-55.786,78.735,125.122
0.240,1.121,0.110,-30.823,47.546,95.032
0.188,1.282,-0.107,-38.940,46.082,73.059
0.208,1.394,-0.073,-27.832,46.204,46.143
0.227,1.331,-0.032,4.944,41.504,3.174
0.253,1.267,-0.025,13.367,-1.587,-17.883
0.227,1.311,0.016,11.292,-25.208,-57.068
0.249,1.218,0.042,19.043,-30.457,-95.947
0.246,1.079,0.026,20.020,-38.330,-122.986
0.332,0.901,0.142,32.471,-62.378,-147.766
0.347,0.799,0.241,75.195,-97.473,-157.654
0.308,0.694,0.236,99.731,-119.873,-173.584
0.353,0.439,0.351,94.421,-142.761,-180.115
0.367,0.190,0.528,91.187,-142.212,-161.560
0.389,0.021,0.793,78.125,-137.390,-135.132
0.434,-0.261,1.292,34.058,-148.804,-109.375
0.502,-0.344,1.441,9.399,-92.468,-78.552
0.514,-0.358,1.156,18.921,-49.744,-17.517
0.577,-0.275,1.062,4.333,26.733,-5.432
0.582,-0.281,1.027,0.549,19.714,17.700
0.542,-0.070,1.111,-8.545,34.241,34.485
0.509,-0.002,0.912,-18.372,61.646,46.387
0.535,0.174,0.812,-35.889,62.805,62.134
0.512,0.419,0.710,-37.598,82.581,55.725
0.534,0.480,0.483,-32.776,66.528,68.115
0.503,0.452,0.511,-24.475,31.494,91.736
0.565,0.531,0.534,5.615,21.301,87.524
0.517,0.759,0.533,-25.269,21.179,68.054
0.521,0.894,0.441,-35.461,55.481,22.827
0.575,0.700,0.402,-32.959,36.926,20.203
0.582,0.808,0.500,-31.921,26.917,5.005
0.637,0.825,0.555,-2.502,36.987,-26.306
0.636,0.633,0.463,7.446,21.057,-23.621
0.636,0.540,0.563,2.991,-6.714,-8.606
0.621,0.554,0.578,0.732,-4.700,-2.319
0.623,0.563,0.583,2.258,-3.296,-1.587
0.628,0.518,0.560,7.202,-3.845,-9.521
0.620,0.428,0.567,7.263,-6.165,-10.986
0.625,0.455,0.578,21.362,-7.019,-6.287
0.661,0.465,0.667,35.645,13.489,-10.620

0.680,0.515,0.530,-3.418,19.714,-16.724
0.779,0.470,0.532,25.757,4.944,-18.982
0.637,0.433,0.500,55.054,-14.038,-31.189
0.624,0.479,0.561,38.818,25.757,-20.752
0.730,0.459,0.513,23.376,6.287,-15.869
0.686,0.519,0.556,53.833,-5.920,-41.077
0.707,0.444,0.585,73.181,-19.531,-52.551
0.658,0.388,0.546,54.443,-15.381,-45.471
0.686,0.395,0.582,41.077,-4.578,-26.184
0.785,0.473,0.693,44.617,-25.146,-28.625
0.703,0.477,0.673,79.712,-52.917,-59.631
0.672,0.218,0.607,53.223,-59.875,-64.331
0.626,0.015,0.626,-60.120,-48.340,-33.386
0.718,-0.112,0.805,-93.567,-25.940,-8.728
0.920,-0.297,0.984,-53.406,23.987,15.747
0.862,-0.385,0.806,-4.883,50.354,26.917
0.808,-0.444,0.836,-21.484,33.203,61.157
0.713,-0.408,0.753,-4.578,48.706,105.530
0.605,-0.350,0.693,-4.944,49.500,156.006
0.505,-0.109,0.700,-0.793,40.161,203.186
0.271,0.271,0.561,-41.260,34.973,243.591
0.001,0.771,0.248,-134.705,8.362,266.418
0.013,1.073,0.347,-222.778,-52.429,248.840
-0.040,1.362,0.378,-222.290,-13.977,187.195
-0.165,1.271,-0.143,-204.773,45.410,112.000
-0.137,1.229,-0.342,-162.781,22.949,95.703
-0.090,1.469,-0.110,-28.992,-16.541,61.401
-0.229,1.769,-0.506,-11.963,16.296,16.113
-0.260,2.037,-0.599,33.691,-23.926,-63.904
-0.235,1.618,-0.396,84.106,-49.072,-153.076
-0.226,1.396,-0.214,94.666,-72.205,-210.999
-0.201,1.249,-0.128,136.780,-80.505,-266.785
-0.152,0.781,0.161,114.258,-102.783,-306.580
-0.038,0.467,0.247,149.475,-112.427,-310.852
0.093,0.163,0.516,151.489,-108.276,-310.425
0.176,-0.125,0.545,169.250,-101.746,-297.058
0.162,-0.373,0.490,208.313,-95.825,-292.786
0.201,-0.849,0.553,228.760,-104.492,-261.414
0.382,-1.071,0.947,143.738,-79.224,-201.294
0.572,-1.308,1.315,-73.853,-40.710,-115.356
0.520,-1.173,1.149,-54.810,21.973,-38.635
0.567,-1.023,0.704,14.038,1.770,1.587
0.627,-0.870,0.857,33.630,-13.062,5.371
0.651,-1.039,0.971,53.406,-8.728,15.076
0.569,-1.132,1.066,-13.916,-4.272,71.228
0.502,-0.970,1.059,-59.631,14.404,137.329
0.351,-0.735,0.931,-92.163,25.818,183.350
0.354,-0.667,0.730,-55.664,57.312,220.459
0.248,-0.576,0.753,-50.110,44.800,253.296
0.093,0.106,0.619,-41.382,88.928,303.162
0.111,0.682,0.640,-164.062,15.198,291.809
0.023,0.686,0.269,-157.837,62.256,215.637
0.097,0.788,0.052,-136.536,61.523,222.473
0.105,1.099,0.219,-100.647,43.640,202.454
0.036,1.633,0.052,-84.473,20.447,137.024
0.163,1.294,0.047,8.667,-18.494,51.575
0.224,1.082,0.173,-55.298,-115.356,30.701
0.148,1.577,0.240,-126.831,-141.418,38.086
0.145,1.643,0.103,-53.040,-79.163,-5.859
0.161,1.367,0.220,76.355,12.512,-59.937
0.261,1.074,0.355,118.530,59.875,-83.557
0.312,0.943,0.366,87.158,13.855,-109.436
0.279,0.870,0.387,90.637,-23.621,-147.278
0.323,0.569,0.392,90.759,-52.795,-156.860
0.343,0.364,0.518,81.970,-48.340,-129.822
0.384,0.397,0.682,83.740,-22.644,-127.441
0.474,0.271,0.759,73.608,-19.165,-129.395
0.506,0.201,0.829,77.820,-18.799,-133.484
0.558,0.034,0.832,56.091,-13.062,-113.647
0.631,-0.076,0.800,53.894,-30.090,-92.407
0.578,-0.111,0.854,76.050,-34.912,-74.158
0.609,-0.273,0.853,100.830,-20.142,-63.354
0.669,-0.252,0.963,103.821,-9.399,-23.193
0.673,-0.185,0.847,102.051,19.958,-11.536
0.643,-0.143,0.826,49.377,4.211,-14.343
0.602,-0.217,0.755,8.118,-9.949,-10.925
0.578,-0.086,0.733,5.981,-0.854,1.282
0.648,-0.051,0.836,45.410,14.282,-4.333
0.648,-0.114,0.856,41.565,6.470,7.141
0.670,-0.176,0.791,23.376,-4.089,9.155
0.594,-0.143,0.849,9.216,-15.503,12.695
0.609,-0.088,0.824,6.287,6.775,22.888
0.628,-0.038,0.789,0.488,18.555,24.414
0.620,-0.114,0.744,-2.075,8.240,19.714
0.611,-0.106,0.715,-9.094,2.747,21.484
0.617,-0.035,0.744,-9.949,7.568,21.423
0.640,0.039,0.860,-15.930,14.465,13.062
0.640,0.004,0.776,2.930,23.560,8.972
0.684,0.046,0.726,-12.634,3.357,15.747
0.664,0.124,0.857,-17.700,-1.892,13.123
0.655,0.083,0.794,-7.935,9.644,4.517
0.662,0.025,0.745,-8.667,4.089,2.563
0.646,0.031,0.759,-1.465,0.061,-1.526
0.652,0.016,0.765,2.319,1.892,-2.991
0.647,-0.003,0.728,-1.343,-0.793,0.549
0.657,-0.006,0.764,-0.916,-0.488,2.380
0.655,0.013,0.766,-1.343,1.831,3.174
0.661,0.039,0.775,-0.793,5.920,-0.610
0.664,-0.022,0.738,2.625,2.991,-3.418
0.658,0.007,0.785,1.160,-0.244,2.625
0.663,0.034,0.762,7.507,6.531,2.136
0.669,0.016,0.780,0.977,6.592,-0.977
0.676,-0.000,0.732,8.606,12.756,-1.404
0.665,0.008,0.730,4.944,7.019,0.305
0.671,0.028,0.755,2.625,5.188,1.343
0.677,-0.009,0.742,-5.249,4.028,0.610
0.678,-0.003,0.735,-1.038,3.845,0.854
0.683,0.015,0.750,2.014,2.686,-1.404
0.685,-0.005,0.754,0.305,3.235,-2.258
0.675,0.001,0.725,-0.977,2.930,-0.732
0.682,-0.017,0.722,1.465,1.648,-0.793
0.686,-0.003,0.733,2.197,-1.709,0.427
0.690,-0.026,0.749,3.845,-1.099,1.526
0.685,0.016,0.757,0.732,0.549,0.916
0.685,-0.004,0.730,0.671,1.221,2.136
0.682,0.016,0.742,3.601,0.671,0.183
0.677,0.016,0.738,2.075,0.244,-0.671
0.677,0.009,0.731,2.258,0.549,-0.488
0.685,0.000,0.746,3.235,-1.099,-1.099
0.680,-0.031,0.732,0.671,-1.221,4.517
0.687,-0.006,0.747,6.958,-0.610,6.165
0.682,0.005,0.739,4.517,-1.221,4.333
0.695,0.053,0.782,3.418,-2.197,2.319
0.678,-0.032,0.731,2.991,-2.747,-2.197
0.664,-0.006,0.721,-8.423,0.671,3.601

0.690,-0.003,0.726,-0.549,1.953,-0.122
0.696,-0.004,0.718,1.160,1.831,-0.427
0.694,-0.016,0.723,0.854,-2.197,-1.953
0.700,-0.007,0.728,1.709,-0.061,0.061
0.699,-0.011,0.728,2.808,0.488,-1.404
0.703,-0.028,0.730,2.380,-1.709,-1.221
0.701,-0.013,0.734,-0.488,-0.061,1.709
0.704,0.000,0.737,2.014,0.183,0.610
0.691,-0.002,0.721,7.935,-1.343,-4.395
0.684,-0.002,0.716,7.996,-2.258,-6.226
0.690,-0.024,0.733,5.676,-2.869,-5.615
0.693,-0.028,0.726,6.042,-1.831,-6.897
0.710,-0.014,0.746,9.216,-3.052,-9.216
0.684,-0.008,0.717,11.475,-6.042,-14.343
0.695,0.003,0.749,0.061,-7.446,-9.583
0.679,0.074,0.759,15.320,-12.451,-19.043
0.677,0.102,0.725,36.499,-13.794,-37.720
0.683,0.029,0.677,31.677,-26.794,-45.166
0.756,-0.058,0.796,-12.939,-29.846,-23.376
0.881,-0.258,1.068,0.854,-16.968,-4.333
0.941,-0.632,0.990,-11.780,-6.409,-3.235
0.855,-0.966,1.004,-202.515,-0.366,53.955
0.844,-0.763,1.214,-240.906,45.654,125.793
0.765,-0.814,0.914,-145.264,92.407,141.174
0.543,-0.668,0.726,-173.889,73.914,172.607
0.214,-0.287,0.850,-267.029,70.618,252.563
0.007,0.066,0.528,-189.758,147.705,285.095
-0.204,0.519,0.065,-161.743,146.362,313.477
-0.271,1.160,0.053,-166.260,89.478,282.043
-0.284,1.046,-0.176,-74.646,114.075,167.541
-0.305,1.205,-0.659,-18.433,89.294,132.812
-0.425,1.647,-0.579,-40.466,-59.021,111.633
-0.359,2.118,-0.667,-41.260,-104.858,29.419
-0.317,1.913,-0.508,59.814,-122.375,-42.603
-0.248,1.723,-0.282,219.971,-49.133,-111.816
-0.294,1.487,-0.068,205.688,-36.743,-180.969
-0.342,1.388,0.069,155.823,-53.955,-249.817
-0.355,0.988,0.092,158.081,-84.595,-302.246
-0.382,0.673,0.340,227.600,-52.307,-335.266
-0.347,0.301,0.240,276.245,-27.344,-351.379
-0.257,-0.313,0.159,176.636,-34.058,-326.965
0.071,-1.080,0.448,14.282,-82.336,-270.874
0.595,-1.563,1.260,1.831,-72.937,-162.964
0.819,-1.459,1.248,56.213,-29.114,-94.543
0.740,-1.356,0.979,-103.210,-59.875,-12.207
0.710,-0.855,1.478,-171.509,-54.199,45.837
0.620,-0.729,1.411,-58.838,71.716,48.767
0.722,-0.828,1.151,-72.144,72.876,89.355
0.621,-0.801,1.234,-157.654,46.387,155.823
0.428,-0.549,1.198,-123.718,80.261,184.387
0.268,-0.473,0.866,-89.539,138.611,198.059
0.070,-0.201,0.573,-164.124,121.399,241.760
-0.303,0.504,-0.015,-276.672,88.440,310.547
-0.287,1.102,-0.041,-192.932,104.675,279.907
-0.300,1.230,-0.451,-128.174,116.455,203.552
-0.183,1.381,-0.242,-76.050,70.007,148.560
-0.149,1.541,-0.339,-19.836,63.782,118.042
-0.319,1.751,-0.510,-69.580,-8.118,92.407
-0.215,1.688,-0.676,-9.216,-14.221,7.446
-0.106,1.376,-0.512,17.639,-73.914,-35.339
-0.091,1.245,-0.221,22.095,-92.407,-67.505
-0.050,1.200,-0.113,79.590,-74.219,-90.271
-0.005,1.188,0.040,128.601,-77.759,-134.033
0.003,0.992,0.128,216.003,-50.781,-188.721
0.129,0.555,0.367,239.807,-26.917,-207.458
0.301,0.286,0.566,182.739,-46.753,-200.806
0.434,-0.058,0.726,133.240,-75.867,-164.612
0.477,0.059,0.934,122.559,-48.950,-124.207
0.538,0.251,1.055,108.765,-10.132,-124.146
0.542,0.089,0.832,89.355,-24.536,-125.305
0.534,-0.028,0.879,81.482,-62.988,-103.577
0.569,-0.211,1.044,66.040,-55.420,-94.910
0.633,-0.520,1.015,44.556,-33.691,-53.162
0.599,-0.528,1.167,-5.127,-16.296,3.601
0.551,-0.340,1.050,5.432,20.386,24.780
0.550,-0.242,0.851,13.367,30.334,45.959
0.492,-0.039,0.746,11.963,29.419,59.143
0.490,0.120,0.762,20.081,33.081,63.354
0.518,0.239,0.857,19.958,41.931,64.880
0.540,0.407,0.744,10.986,48.035,59.021
0.551,0.382,0.711,-17.517,13.123,43.701
0.559,0.346,0.768,-9.277,-0.427,30.701
0.567,0.309,0.847,19.653,12.939,24.963
0.619,0.368,0.814,25.513,28.748,18.433
0.601,0.347,0.793,-3.967,4.578,11.719
0.605,0.282,0.800,-13.367,-1.282,3.723
0.610,0.273,0.790,-17.029,3.113,4.089
0.603,0.263,0.767,-9.338,6.958,3.235
0.594,0.219,0.765,0.000,6.226,-9.888
0.607,0.200,0.776,5.615,1.404,-16.785
0.612,0.191,0.788,2.747,1.831,-11.047
0.615,0.167,0.766,1.099,3.418,-3.662
0.599,0.183,0.744,-0.977,3.113,3.296
0.644,0.163,0.773,-0.183,-10.254,8.850
0.618,0.205,0.804,3.052,-12.817,0.916
0.608,0.222,0.773,4.395,-11.353,-2.075
0.603,0.190,0.762,3.418,-7.080,2.869
0.535,0.176,0.808,0.977,10.010,0.305
0.650,0.258,0.754,9.766,19.226,-9.521
0.591,0.230,0.749,-15.076,-30.029,1.404
0.559,0.183,0.816,-6.897,11.536,7.568
0.646,0.199,0.694,-9.766,18.921,19.043
0.609,0.242,0.824,-6.836,-12.878,12.146
0.621,0.261,0.784,-0.732,1.038,0.610
0.597,0.211,0.798,-9.155,3.723,0.610
0.611,0.209,0.735,-15.747,-5.676,3.479
0.591,0.231,0.807,-13.062,-12.756,6.287
0.605,0.264,0.782,-3.601,1.160,5.798
0.593,0.244,0.768,-4.211,4.211,3.357
0.579,0.260,0.775,-3.418,0.000,6.042
0.626,0.258,0.743,6.958,5.615,3.235
0.575,0.236,0.783,-1.953,2.869,-2.136
0.606,0.274,0.765,2.075,7.141,3.357
0.589,0.266,0.743,3.357,6.470,5.615
0.605,0.236,0.842,-6.287,-2.197,5.859
0.608,0.227,0.797,17.090,7.141,7.812
0.601,0.277,0.792,18.494,18.982,-0.061
0.614,0.245,0.712,20.569,18.738,-0.671
0.607,0.235,0.730,1.953,4.700,4.211
0.625,0.239,0.724,-12.695,1.038,8.545
0.639,0.256,0.774,-9.705,-3.052,0.000
0.603,0.255,0.745,-1.709,3.845,1.587
0.615,0.280,0.788,5.737,3.540,0.549
0.613,0.251,0.733,6.104,5.249,2.686
0.628,0.249,0.757,9.216,-1.343,4.578

0.661,0.168,0.756,-4.028,0.977,5.005
0.667,0.197,0.773,5.066,6.775,2.258
0.679,0.238,0.804,0.793,3.052,3.357
0.667,0.221,0.754,-20.142,7.629,9.766
0.671,0.183,0.701,-13.672,9.216,8.789
0.676,0.174,0.709,-5.737,-9.277,0.610
0.624,0.188,0.734,-12.878,-22.095,2.930
0.637,0.198,0.688,-14.404,-15.869,12.146
0.631,0.229,0.720,-3.418,-16.968,15.930
0.698,0.167,0.830,15.259,-7.385,5.737
0.710,0.122,0.863,-22.705,-2.686,4.211
0.853,-0.148,1.051,-108.032,7.263,32.654
0.888,-0.216,1.060,-168.823,27.405,80.933
0.840,-0.215,0.966,-184.570,55.908,104.980
0.772,-0.163,0.974,-246.033,62.988,152.771
0.609,-0.003,0.827,-210.571,109.253,189.392
0.375,0.067,0.632,-156.555,107.483,218.506
0.022,0.342,0.159,-179.443,101.746,258.850
-0.357,0.823,0.049,-191.162,109.436,282.104
-0.550,1.537,-0.698,-90.698,145.752,225.586
-0.514,1.980,-0.610,24.170,89.966,81.848
-0.533,1.695,-0.668,101.746,62.683,-33.936
-0.601,1.563,-0.907,105.347,-39.917,-98.694
-0.650,1.720,-0.791,117.371,-108.582,-158.264
-0.666,1.509,-0.480,188.477,-87.585,-233.093
-0.598,1.133,-0.065,204.956,-95.520,-281.738
-0.657,0.902,0.220,255.432,-103.210,-364.685
-0.671,0.256,0.415,257.080,-36.804,-423.035
0.015,-0.542,0.998,128.235,11.108,-402.771
0.235,-1.086,0.825,-93.933,-87.952,-317.078
1.163,-1.883,1.482,-109.924,-98.938,-211.121
1.126,-1.578,1.750,-96.375,-120.178,-44.373
0.853,-0.838,1.348,-113.708,29.419,26.733
1.047,-1.072,1.318,-118.103,52.979,20.630
0.840,-0.897,1.145,-22.522,38.086,83.130
0.767,-0.613,1.411,-11.108,36.499,135.742
0.389,-0.298,1.315,-119.019,79.285,216.492
0.209,-0.147,0.680,-136.169,160.645,273.926
-0.152,0.169,-0.122,-165.894,211.548,273.682
-0.191,-0.130,-0.585,-448.486,81.665,244.568
-0.865,2.265,-0.157,32.837,93.506,371.338
-0.300,0.986,-0.468,-75.562,193.237,162.842
-0.507,1.222,-0.612,14.221,156.128,141.785
-0.542,1.926,-0.737,77.759,105.103,92.163
-0.440,1.672,-0.646,99.060,54.504,-29.846
-0.305,1.437,-0.575,104.004,6.653,-77.271
-0.195,1.264,-0.307,94.727,-43.152,-99.426
-0.075,1.244,-0.012,90.515,-59.082,-110.229
-0.023,1.241,0.108,106.934,-69.824,-160.034
0.054,1.157,0.339,89.661,-70.679,-222.656
0.131,0.777,0.439,90.820,-78.552,-229.858
0.258,0.533,0.541,71.899,-83.252,-219.360
0.387,0.253,0.513,80.750,-97.046,-214.966
0.509,0.001,0.660,79.285,-113.159,-183.838
0.658,-0.159,0.925,73.547,-103.821,-136.841
0.711,-0.102,1.082,78.613,-56.274,-93.079
0.675,-0.056,1.078,72.571,-23.621,-71.472
0.664,-0.045,0.950,59.082,-8.057,-60.608
0.677,-0.253,0.860,8.667,-8.850,-39.551
0.679,-0.274,0.917,-36.743,-10.925,-4.272
0.697,-0.180,0.973,7.263,10.986,21.973
0.643,-0.188,0.714,61.279,17.456,40.588
0.479,-0.014,0.641,47.363,6.775,39.734
0.514,0.148,0.690,15.686,34.912,13.733
0.818,0.260,0.795,-41.382,10.559,24.353
0.577,0.176,0.783,-26.611,-13.550,54.382
0.487,0.377,0.828,-42.236,-3.723,64.575
0.505,0.584,0.608,0.061,-8.972,72.998
0.664,0.662,0.679,-24.170,-20.203,48.462
0.551,0.593,0.821,-28.870,-18.433,36.743
0.537,0.580,0.770,-32.593,6.470,23.682
0.544,0.523,0.616,-13.000,17.639,8.911
0.560,0.558,0.722,7.019,-4.089,12.634
0.549,0.484,0.751,7.446,-1.526,-2.563
0.538,0.398,0.743,0.366,4.395,-6.897
0.581,0.429,0.683,-7.202,11.047,-9.216
0.559,0.619,0.718,-5.920,10.620,-12.085
0.599,0.639,0.651,16.052,11.780,-36.499
0.566,0.543,0.706,14.648,-1.831,-37.476
0.675,0.884,0.868,-14.282,-0.183,-72.021
0.551,0.708,0.539,-4.395,22.583,-111.450
0.614,0.577,0.641,11.719,-9.705,-126.831
0.570,0.527,0.653,49.927,-29.114,-149.109
0.494,0.205,0.527,54.382,-51.086,-161.743
0.467,0.188,0.550,43.945,-50.720,-157.837
0.435,-0.068,0.728,44.922,-52.979,-138.977
0.445,-0.177,0.718,82.581,-61.401,-123.413
0.401,-0.317,0.711,115.173,-47.729,-137.817
0.313,-0.798,0.623,114.197,-86.670,-138.428
0.321,-1.216,1.239,33.264,-69.397,-89.722
0.356,-1.255,1.016,7.385,-5.493,-13.184
0.346,-1.049,0.827,21.118,-2.380,59.326
0.329,-0.958,0.673,53.467,-7.019,102.600
0.321,-0.866,0.607,46.387,-31.433,121.887
0.237,-1.016,0.585,-15.320,-72.449,125.122
0.238,-0.277,0.728,-197.327,-142.822,161.133
-0.091,-0.091,0.988,-303.650,-125.671,108.215
-0.148,0.293,1.023,-327.332,-38.452,77.637
-0.008,1.025,0.799,-166.626,62.317,136.475
0.378,0.989,0.313,-246.399,79.285,203.979
0.270,1.378,0.296,-189.575,136.841,181.458
0.318,0.929,0.470,-82.947,157.471,170.776
0.235,1.436,0.308,58.533,101.379,184.448
0.235,1.693,0.164,115.479,78.003,115.540
0.147,1.559,0.183,92.651,18.005,-5.859
0.177,1.198,0.462,80.566,-68.115,-143.005
0.178,1.059,0.900,119.995,-27.588,-159.607
0.176,0.887,0.719,116.028,14.954,-179.749
0.186,0.479,0.717,101.440,15.747,-183.228
0.227,0.377,0.775,50.659,-3.174,-177.795
0.215,0.193,0.791,76.965,1.099,-173.462
0.197,-0.038,0.712,94.971,12.451,-176.331
0.254,-0.414,0.660,73.425,-4.333,-167.419
0.268,-0.787,0.658,23.865,-56.946,-141.052
0.269,-0.673,0.998,1.099,-112.671,-63.110
0.291,-0.747,1.043,-0.244,-117.187,-31.006
0.390,-0.468,1.115,-9.521,-51.941,12.329
0.296,-0.365,0.983,-9.338,-14.221,-49.377
0.267,-0.323,0.991,-36.804,-41.626,-80.566
0.273,-0.282,1.079,-28.442,-86.670,-58.716
0.224,-0.199,1.155,35.217,11.414,-12.939
0.276,-0.125,0.842,10.254,92.346,12.146
0.301,0.063,0.856,-70.557,33.264,15.869
0.332,0.028,0.970,-65.186,-37.170,-24.048
0.350,0.108,1.109,39.612,13.611,-32.227

0.281,-0.174,0.966,7.141,-5.371,22.278
0.304,-0.164,0.962,13.184,-2.808,9.399
0.309,-0.082,0.964,29.663,-22.461,-22.949
0.259,-0.167,0.971,25.940,-43.518,-21.484
0.262,-0.121,1.067,-14.954,-14.221,-34.241
0.134,-0.169,1.208,-63.171,70.068,-70.129
0.296,-0.318,0.690,32.043,8.240,-40.222
0.270,-0.039,0.895,-34.851,-101.196,0.916
0.215,-0.111,1.040,-6.775,-62.012,12.024
0.155,-0.034,0.947,-3.052,-53.528,-13.306
0.199,0.050,1.170,-3.235,-54.016,-50.537
0.231,0.155,1.118,14.832,-46.448,-61.890
0.155,0.072,1.044,44.983,-9.033,-29.114
0.228,0.267,1.021,54.504,-9.644,-57.373
0.115,0.055,0.990,63.477,6.653,-67.993
-0.105,-0.313,0.813,79.895,49.194,-96.436
-0.055,-0.852,0.790,64.026,-3.784,-98.633
-0.139,-0.977,0.990,4.944,-16.052,-61.218
-0.263,-1.205,1.053,-29.785,22.034,-28.809
-0.344,-1.376,0.867,-66.406,72.144,23.193
-0.319,-1.252,0.736,-59.387,45.593,104.675
-0.358,-1.114,0.757,-60.913,28.687,177.795
-0.414,-0.809,0.690,-98.022,36.011,228.760
-0.479,-0.458,0.635,-139.282,56.335,276.367
-0.461,0.362,0.836,-178.589,50.537,310.608
