aX,aY,aZ,gX,gY,gZ
0.301,-0.158,0.950,-3.052,-2.380,-1.648
0.296,-0.154,0.959,-2.625,-1.343,-0.793
0.297,-0.153,0.946,-2.441,-1.648,0.000
0.296,-0.147,0.954,-4.150,-2.563,-0.061
0.296,-0.152,0.956,-4.150,-2.625,0.427
0.294,-0.148,0.954,-3.418,-2.258,0.793
0.293,-0.142,0.962,-2.563,-1.587,0.977
0.293,-0.143,0.953,-1.099,-0.671,0.793
0.292,-0.141,0.955,-1.343,-0.916,0.244
0.292,-0.142,0.958,-1.221,-0.549,-0.305
0.292,-0.142,0.946,-1.404,-0.793,-0.427
0.290,-0.141,0.961,-3.418,-1.953,0.061

0.793,-0.330,0.619,-55.176,-67.749,-56.030
0.560,0.062,1.033,28.687,-40.222,-0.854
0.636,0.010,0.646,-17.090,20.569,-17.334
0.774,-0.043,0.541,-7.996,-7.690,-30.396
0.725,-0.079,0.595,-13.184,-41.748,-48.279
0.694,-0.131,0.794,-53.284,-39.063,-59.082
0.769,-0.164,0.787,-62.378,0.671,-48.462
0.653,-0.141,0.771,-56.030,39.978,-24.536
0.694,-0.143,0.481,-2.014,60.547,-6.592
0.803,-0.015,0.574,-24.902,-20.996,12.268
0.633,0.029,1.079,-183.716,14.587,-19.714
0.680,-0.068,0.538,2.808,32.837,-0.183
0.751,0.112,0.649,3.052,20.935,-11.963
0.768,0.009,0.484,9.033,-12.756,-24.292
0.678,-0.094,0.740,42.236,-15.808,-19.531
0.757,-0.037,0.754,80.688,11.475,-17.151
0.675,0.063,0.889,86.182,67.810,-28.809
1.023,-0.121,-0.162,38.025,24.597,-62.744
0.670,-0.161,0.714,25.024,-98.083,-65.491
0.752,-0.202,0.724,4.517,-68.665,-62.927
0.695,-0.379,0.884,10.620,-33.569,-57.434
0.609,-0.335,0.729,22.400,-4.211,-31.250
0.596,-0.294,0.673,7.629,28.564,-19.043
0.761,-0.282,0.680,0.977,28.992,-6.836
0.633,-0.300,0.619,-8.179,22.461,-7.446
0.753,-0.268,0.670,-6.775,12.085,7.996
0.756,-0.292,0.677,2.075,-12.268,9.949
0.806,-0.255,0.666,-3.662,-1.038,20.935
0.784,-0.276,0.777,-6.836,-26.550,20.569
0.721,-0.313,0.819,-1.343,-15.564,19.714
0.691,-0.301,0.792,0.183,-1.404,13.733
0.670,-0.255,0.714,-6.287,10.071,11.902
0.659,-0.212,0.709,-12.146,4.150,18.982
0.696,-0.185,0.716,4.211,-7.080,21.729
0.643,-0.227,0.691,4.639,-0.610,9.155
0.655,-0.201,0.685,-2.197,18.433,8.362
0.715,-0.158,0.716,-2.563,7.812,12.939
0.703,-0.142,0.660,5.737,5.493,7.141
0.679,-0.167,0.612,-0.977,12.024,-0.366
0.697,-0.180,0.645,-3.906,12.878,0.549
0.731,-0.190,0.678,4.944,-6.042,4.639
0.748,-0.194,0.683,7.263,-7.507,-0.610
0.711,-0.251,0.694,3.967,2.930,1.587
0.725,-0.244,0.703,0.916,15.076,11.902
0.788,-0.167,0.694,6.836,9.216,12.329
0.781,-0.174,0.664,10.986,-8.972,10.925
0.751,-0.193,0.662,4.517,-0.488,19.043
0.771,-0.161,0.672,-0.916,15.015,24.902
0.778,-0.132,0.669,0.305,13.367,23.010
0.726,-0.193,0.644,3.784,6.592,19.897
0.734,-0.157,0.642,9.949,-1.160,32.227
0.790,-0.128,0.720,-4.456,5.920,40.100
0.711,-0.161,0.635,-6.409,21.362,41.931
0.759,-0.118,0.660,-8.179,23.254,43.762
0.784,-0.098,0.592,2.930,21.057,38.330
0.817,-0.060,0.587,-1.648,9.705,36.438
0.756,-0.057,0.606,-0.793,0.183,33.325
0.794,-0.108,0.653,13.550,-4.822,35.156
0.795,-0.014,0.600,17.578,-4.578,37.048
0.805,0.001,0.594,4.150,6.348,32.288
0.770,-0.018,0.635,11.597,-4.883,29.968
0.786,0.022,0.646,12.939,4.944,28.076
0.755,-0.035,0.626,16.296,8.606,25.024
0.769,-0.015,0.620,16.907,5.493,31.250
0.779,0.036,0.634,13.062,-0.122,30.151
0.767,0.016,0.641,19.958,3.479,23.499
0.760,0.014,0.625,20.874,2.930,26.917
0.779,0.043,0.603,12.634,1.343,31.372
0.824,0.089,0.616,10.986,4.761,33.325
0.823,0.087,0.599,14.771,-3.235,25.208
0.797,0.049,0.639,30.701,-12.939,24.658
0.802,0.087,0.623,23.254,-9.888,32.898
0.849,0.133,0.607,5.493,-6.165,27.283
0.756,0.014,0.666,3.479,-12.268,37.903
0.721,0.031,0.677,12.512,-1.038,51.514
0.816,0.215,0.587,13.611,-2.869,42.847
0.814,0.222,0.670,6.348,-11.902,21.973
0.726,0.098,0.799,2.136,6.042,9.521
0.689,0.101,0.714,20.325,19.165,19.104
0.742,0.194,0.612,19.775,28.931,22.827
0.741,0.225,0.572,5.554,21.179,3.357
0.738,0.141,0.607,-16.052,30.151,-7.141
0.711,0.036,0.600,-21.790,38.391,2.625
0.801,0.145,0.595,-24.841,57.678,22.522
0.922,0.284,0.519,-21.973,54.504,9.521
0.874,0.202,0.486,-20.630,36.194,-6.104
0.802,0.049,0.488,-15.991,35.522,9.338
0.805,0.155,0.381,-6.714,21.484,28.809
0.934,0.239,0.536,-13.306,1.831,-7.874
0.821,0.109,0.520,-44.128,28.320,2.686
0.851,0.169,0.435,-29.236,35.339,11.353
0.866,0.246,0.435,-31.067,30.334,15.198
0.934,0.356,0.414,-58.533,24.475,1.404
0.885,0.210,0.438,-51.147,6.775,9.338
0.899,0.292,0.374,-53.223,12.207,16.418
0.857,0.291,0.400,-35.278,-10.315,9.888
0.913,0.279,0.440,-8.789,-17.700,12.512
0.873,0.304,0.384,9.155,-35.339,-1.404
0.813,0.287,0.405,20.081,-47.241,-27.405
0.885,0.240,0.463,18.616,-39.490,-23.621
0.759,0.139,0.419,-5.676,-8.667,-2.014
0.834,0.227,0.439,-10.925,-5.066,8.057
0.834,0.277,0.437,-5.737,-28.076,-0.427
0.854,0.350,0.451,-4.272,-45.349,-13.000
0.809,0.255,0.557,11.047,-85.510,-54.932
0.803,0.215,0.575,13.672,-86.853,-73.853
0.781,0.103,0.607,15.808,-62.195,-70.129
0.761,0.062,0.564,7.996,-5.737,-34.607
0.736,0.043,0.548,-1.038,26.367,-8.545
0.818,0.143,0.589,-13.794,13.306,-5.615
0.826,0.117,0.599,-10.620,19.043,0.366
0.831,0.129,0.579,-9.766,25.330,-2.441
0.862,0.139,0.543,-9.399,19.531,-11.108
0.849,0.178,0.523,-5.859,-9.338,-11.169
0.791,0.087,0.573,1.099,-18.616,8.484
0.773,0.127,0.570,14.099,-25.146,34.424
0.861,0.211,0.577,29.236,-30.029,28.870
0.715,0.212,0.643,52.002,-33.264,12.878
0.781,0.130,0.613,67.139,-11.841,33.081
0.785,0.158,0.587,64.758,-12.756,39.978
0.861,0.130,0.631,54.077,-12.817,29.602
0.798,0.101,0.656,38.940,3.723,22.278
0.732,0.148,0.764,88.379,11.536,37.170
0.749,0.048,0.527,51.514,0.854,39.063
0.729,0.164,0.596,15.137,-1.709,32.715

0.604,0.069,0.812,38.574,13.000,-5.310
0.906,0.018,0.770,95.520,26.123,18.250
0.712,-0.131,0.588,61.829,19.653,9.277
0.691,-0.036,0.735,16.602,23.499,13.672
0.790,-0.024,0.665,74.524,25.146,6.042
0.830,-0.058,0.612,49.500,12.024,-10.254
0.766,-0.091,0.616,1.526,15.015,-6.042
0.690,-0.025,0.694,-8.911,19.165,5.981
0.810,-0.065,0.631,16.479,7.629,13.855
0.791,-0.068,0.609,9.338,-6.775,2.258
0.814,-0.069,0.617,-14.282,-0.488,2.502
0.705,-0.002,0.705,-25.208,-4.211,-3.723
0.768,-0.068,0.649,2.563,-8.301,5.676
0.778,-0.064,0.651,-1.770,-7.690,5.859
0.779,-0.031,0.663,-9.094,-1.160,2.136
0.750,-0.052,0.657,-8.728,-0.793,-3.906
0.746,-0.056,0.661,-2.991,-3.540,-1.587
0.759,-0.055,0.674,-2.014,-1.953,2.319
0.765,-0.030,0.662,-2.319,-0.061,2.380
0.764,-0.034,0.665,-2.197,0.977,-0.366
0.760,-0.043,0.664,0.671,1.892,-4.211
0.756,-0.042,0.656,1.892,0.671,-3.174
0.757,-0.032,0.650,-2.258,-3.662,-1.709
0.768,-0.038,0.661,-2.869,-3.357,-1.526
0.765,-0.040,0.658,-2.441,-1.282,-3.418
0.769,-0.033,0.667,-1.770,-1.221,-4.089
0.746,-0.038,0.662,-2.380,-11.230,-8.423
0.740,-0.055,0.652,-1.831,-8.057,-2.197
0.745,-0.048,0.658,2.991,-1.160,2.747
0.747,-0.042,0.644,1.587,0.793,1.282
0.753,-0.037,0.672,-0.671,-2.197,-3.418
0.729,-0.072,0.666,0.732,-2.441,-4.944
0.729,-0.067,0.672,-0.366,-0.061,-0.061
0.729,-0.045,0.670,2.319,-3.174,2.014
0.762,-0.054,0.698,4.089,-5.554,1.404
0.764,-0.059,0.699,6.409,-2.380,-2.869
0.745,-0.076,0.693,3.845,-2.625,-3.601
0.738,-0.071,0.701,0.061,-0.671,1.038
0.747,-0.054,0.683,-2.563,-1.953,1.038
0.731,-0.058,0.665,-0.977,-0.916,2.563
0.745,-0.042,0.668,1.892,-1.831,1.892
0.742,-0.033,0.656,-3.662,-3.845,-0.427
0.743,-0.050,0.691,-3.052,-7.324,-2.747
0.735,-0.058,0.685,0.427,-5.798,-1.648
0.731,-0.053,0.699,-1.709,-1.770,0.732
0.740,-0.054,0.699,-1.526,-1.953,0.977
0.734,-0.046,0.682,-1.221,-3.357,-0.305
0.728,-0.055,0.682,0.488,-1.404,-0.549
0.729,-0.051,0.692,1.343,1.221,-1.526
0.726,-0.054,0.686,-0.488,0.793,0.488
0.740,-0.051,0.693,-1.770,0.000,1.648
0.734,-0.053,0.690,-0.366,0.244,0.244
0.733,-0.050,0.688,1.282,2.502,-0.061
0.729,-0.051,0.687,-0.244,0.854,-0.977
0.732,-0.054,0.689,0.610,-2.563,-0.061
0.738,-0.057,0.699,2.930,-0.916,0.305
0.731,-0.061,0.689,-0.427,1.587,-0.549
0.730,-0.061,0.688,-1.526,1.587,0.977
0.732,-0.049,0.685,-0.122,-0.305,1.038
0.735,-0.046,0.682,-3.174,-0.244,0.793
0.732,-0.052,0.678,-4.883,0.183,-0.427
0.724,-0.053,0.676,-9.033,-2.502,0.793
0.738,-0.029,0.703,-13.000,-3.662,2.136
0.734,-0.033,0.711,-6.592,-2.625,-0.427
0.737,-0.038,0.699,-4.395,-0.427,0.122
0.727,-0.034,0.690,-6.897,-1.892,-0.427
0.724,-0.020,0.699,-7.690,-2.563,0.183
0.733,-0.019,0.706,-2.502,-4.150,-1.709
0.717,-0.034,0.694,2.808,-3.113,-2.686
0.728,-0.034,0.706,2.197,-0.732,-0.977
0.728,-0.034,0.704,-3.052,0.000,-0.549
0.731,-0.029,0.698,-1.221,-0.122,-0.793
0.721,-0.031,0.685,-1.648,0.122,-2.136
0.717,-0.035,0.697,-2.625,-1.892,-2.625
0.723,-0.040,0.702,0.183,-4.272,-3.540
0.721,-0.049,0.704,-0.671,-0.916,-0.977
0.722,-0.039,0.709,0.183,-1.038,-2.136
0.720,-0.031,0.698,0.061,-0.977,-1.709
0.716,-0.038,0.702,-3.235,-0.305,-2.686
0.715,-0.040,0.709,-1.221,-1.221,-2.686
0.717,-0.041,0.703,-0.061,-1.465,-1.770
0.717,-0.031,0.698,-0.916,-1.953,-0.366
0.721,-0.029,0.702,-1.831,-2.136,-0.854
0.717,-0.046,0.712,-0.854,-1.343,-0.488
0.710,-0.051,0.703,0.854,-1.648,0.488
0.726,-0.028,0.706,0.488,-4.822,-2.747
0.703,-0.040,0.695,-2.319,-3.174,-0.916
0.713,-0.040,0.722,-1.770,-2.563,0.793
0.714,-0.030,0.719,0.488,-3.845,-1.709
0.707,-0.023,0.708,-2.930,-2.441,-0.793
0.719,-0.024,0.727,-4.333,-3.052,-0.732
0.715,-0.022,0.714,-2.197,-4.517,-1.892
0.712,-0.023,0.718,-2.014,-4.150,-4.822
0.699,-0.036,0.709,-1.953,-6.592,-6.287
0.691,-0.047,0.714,-0.732,-3.784,-1.831
0.702,-0.042,0.730,-3.235,-6.287,-1.648
0.704,-0.043,0.741,-3.967,-3.357,-2.747
0.692,-0.061,0.745,0.183,-2.747,-3.296
0.686,-0.046,0.719,2.075,-1.587,0.305
0.700,-0.027,0.733,0.122,-0.366,0.854
0.703,-0.040,0.730,-2.563,1.709,0.000
0.690,-0.038,0.716,-1.465,-1.343,-2.625
0.692,-0.032,0.725,-1.282,-4.028,-1.465
0.695,-0.028,0.731,-2.014,-4.211,-2.258
0.699,-0.045,0.743,-4.333,-3.235,-3.418
0.687,-0.051,0.738,-0.183,-1.587,-2.869
0.691,-0.035,0.733,-0.549,-3.052,-1.587
0.688,-0.035,0.728,-1.038,-2.319,-1.648
0.683,-0.048,0.732,-3.235,-1.587,-2.747
0.683,-0.045,0.740,0.183,-0.244,-0.488
0.690,-0.024,0.722,0.610,-3.296,-1.282
0.686,-0.030,0.726,-2.869,-4.822,-3.662
0.680,-0.037,0.730,-1.282,-3.357,-4.150
0.676,-0.039,0.750,-2.197,-2.319,-1.343
0.697,-0.033,0.762,-2.563,-2.563,-1.953
0.679,-0.048,0.744,-2.014,-2.319,-4.028
0.688,-0.041,0.758,-1.160,-2.136,-3.845
0.672,-0.053,0.745,0.183,1.221,-3.723
0.669,-0.058,0.747,-0.610,-0.183,-3.052
0.675,-0.050,0.744,-1.099,-0.854,-2.136
0.680,-0.044,0.737,-1.953,-2.747,-1.831
0.679,-0.046,0.748,-1.953,-2.747,-2.258
0.681,-0.060,0.770,-0.427,-1.160,-2.502
0.677,-0.042,0.748,0.244,0.305,-1.099
0.683,-0.039,0.754,-1.404,-0.488,-1.526

0.312,-0.687,1.500,-127.319,-112.915,-46.692
0.367,-0.675,0.945,-13.184,8.545,-23.193
0.318,-0.604,0.871,16.418,36.072,26.733
0.312,-0.407,0.815,41.382,26.917,28.564
0.355,-0.357,0.679,16.541,8.789,-3.723
0.323,-0.393,0.736,-43.701,-28.625,-15.808
0.352,-0.478,0.905,-38.208,-39.734,-2.808
0.399,-0.410,0.988,-11.475,-12.329,1.160
0.321,-0.406,0.860,2.502,2.869,-4.517
0.314,-0.405,0.864,15.747,0.000,-0.244
0.337,-0.416,0.855,17.090,1.221,-3.418
0.334,-0.442,0.832,6.042,-0.488,-6.714
0.316,-0.467,0.827,-1.709,-1.648,-4.089
0.321,-0.443,0.849,-5.066,-3.601,-0.183
0.326,-0.422,0.848,-5.432,-4.211,1.221
0.323,-0.442,0.859,-5.432,-3.723,-1.465
0.315,-0.435,0.854,-6.409,-3.174,0.183
0.317,-0.410,0.854,-6.836,-3.113,1.831
0.312,-0.420,0.866,-7.446,-4.333,-1.526
0.311,-0.428,0.879,-3.052,-2.563,-1.526
0.318,-0.414,0.871,3.967,1.160,0.183
0.314,-0.423,0.842,3.662,1.282,-1.526
0.311,-0.428,0.856,-3.540,-2.136,-1.404
0.315,-0.422,0.870,-2.625,-2.014,-0.916
0.311,-0.419,0.863,-0.427,-0.854,-0.916
0.309,-0.421,0.860,-1.770,-0.977,-1.770
0.311,-0.425,0.869,-1.953,-1.343,-2.014
0.303,-0.426,0.862,-0.916,0.122,-0.793
0.307,-0.421,0.860,-1.038,-1.038,0.183
0.306,-0.422,0.870,-1.709,-0.977,0.427
0.309,-0.413,0.870,0.122,-0.488,0.183
0.307,-0.423,0.863,0.977,-0.305,-0.916
0.303,-0.425,0.861,0.427,-0.183,0.610
0.309,-0.412,0.868,-1.404,-0.793,-0.549
0.309,-0.426,0.870,1.648,0.427,-0.122
0.304,-0.419,0.851,-1.160,-0.854,0.427
0.307,-0.420,0.876,-1.648,-1.343,-0.244
0.309,-0.416,0.867,-0.488,-0.793,-0.549
0.302,-0.424,0.864,0.244,-1.099,-0.366
0.301,-0.418,0.865,-0.732,-1.160,0.061
0.307,-0.417,0.875,-0.183,-0.732,-0.244
0.302,-0.424,0.863,0.916,0.916,-0.427
0.304,-0.416,0.866,-0.244,0.305,-0.244
0.303,-0.418,0.867,0.122,-0.061,-0.244
0.305,-0.423,0.869,0.610,0.244,-0.122
0.305,-0.417,0.863,0.671,0.122,0.183
0.306,-0.421,0.871,0.000,-0.427,-0.488
0.302,-0.422,0.861,0.916,0.305,-0.061
0.300,-0.420,0.865,-0.793,-0.061,-0.305
0.304,-0.422,0.875,0.305,0.061,-0.366
0.305,-0.415,0.859,1.831,1.221,0.000
0.303,-0.422,0.867,0.000,0.000,-0.427
0.304,-0.422,0.863,-0.122,0.122,0.061
0.304,-0.420,0.864,-0.244,-0.183,0.122
0.303,-0.418,0.868,-0.305,-0.488,-0.366
0.305,-0.423,0.864,-0.061,0.000,-0.610
0.304,-0.418,0.862,-1.587,-0.244,-1.343
0.311,-0.418,0.869,-2.075,0.488,-4.761
0.293,-0.436,0.860,-0.549,1.404,-1.526
0.298,-0.412,0.866,-0.122,0.183,1.221
0.306,-0.417,0.875,0.977,-0.732,-0.366
0.302,-0.419,0.863,1.160,-0.122,-0.793
0.301,-0.423,0.863,-0.061,-1.343,-0.671
0.299,-0.429,0.866,-1.282,-0.854,0.061
0.299,-0.417,0.866,-1.038,0.000,0.305
0.300,-0.415,0.869,-0.671,-0.854,0.183
0.303,-0.420,0.874,-0.549,-0.244,0.000
0.300,-0.420,0.865,0.671,0.000,-0.183
0.301,-0.421,0.866,-0.732,-0.488,-0.610
0.299,-0.424,0.867,-0.610,-0.427,-0.549
0.299,-0.414,0.865,-0.916,0.000,0.488
0.300,-0.411,0.870,-1.221,-0.549,0.000
0.298,-0.423,0.873,-1.160,-0.122,-0.916
0.297,-0.418,0.869,0.000,0.427,-0.122
0.300,-0.413,0.869,0.183,-0.305,0.427
0.298,-0.417,0.870,0.732,-0.305,-0.244
0.299,-0.418,0.868,0.427,-0.122,-0.244
0.300,-0.418,0.866,-0.061,-0.122,0.000
0.298,-0.418,0.869,-0.671,-0.122,0.122
0.298,-0.417,0.867,0.305,-0.122,-0.122
0.298,-0.416,0.870,-0.427,-0.122,0.183
0.300,-0.418,0.870,0.732,-0.061,-0.183
0.297,-0.419,0.860,0.061,0.183,-0.244
0.296,-0.418,0.868,-1.099,-0.305,0.244
0.301,-0.412,0.870,-0.549,-0.671,0.061
0.296,-0.417,0.861,-2.991,-1.953,-0.427
0.287,-0.423,0.862,-13.306,-2.991,2.075
0.298,-0.405,0.886,-6.897,-2.869,1.404
0.296,-0.402,0.890,1.709,0.427,-0.122
0.296,-0.405,0.876,4.456,1.099,-0.977
0.293,-0.413,0.865,2.136,0.977,-1.038
0.292,-0.409,0.876,0.000,-0.244,-0.305
0.297,-0.412,0.875,0.916,0.000,0.366
0.296,-0.412,0.868,0.305,0.061,-0.427
0.293,-0.410,0.873,-0.977,-0.427,-0.305
0.292,-0.409,0.876,-0.610,-0.732,0.000
0.293,-0.411,0.876,-0.244,0.122,0.000
0.298,-0.406,0.874,1.587,0.671,0.061
0.300,-0.410,0.874,1.587,0.061,-0.183
0.292,-0.414,0.869,1.221,-0.183,-0.366
0.293,-0.410,0.874,-0.488,-0.671,0.122
0.293,-0.415,0.875,-0.061,-0.244,-0.305
0.296,-0.412,0.874,0.549,0.000,0.122
0.292,-0.413,0.870,0.854,0.610,-0.061
0.291,-0.414,0.871,-0.366,0.244,-0.244
0.297,-0.413,0.877,-0.366,0.549,0.549
0.299,-0.405,0.875,1.160,0.610,0.549
0.293,-0.411,0.874,1.526,-0.366,-0.122
0.294,-0.416,0.868,1.709,-0.305,-0.183
0.293,-0.414,0.868,0.305,-0.183,0.000
0.292,-0.414,0.873,-1.160,-0.610,0.122
0.293,-0.413,0.875,-0.305,0.183,0.366
0.295,-0.410,0.872,-0.549,0.000,0.183
0.293,-0.412,0.874,0.793,-0.183,-0.305
0.293,-0.417,0.873,0.183,-0.061,-0.244
0.295,-0.414,0.871,0.427,0.244,0.061
0.296,-0.413,0.870,-0.732,-0.427,0.061
0.293,-0.412,0.873,-1.221,-0.488,0.183
0.292,-0.411,0.877,0.244,0.122,0.549
0.293,-0.410,0.875,0.793,0.122,-0.427
0.296,-0.416,0.873,1.343,0.488,-0.610
0.294,-0.416,0.867,0.427,0.366,-0.305
0.292,-0.412,0.873,-1.282,-0.488,0.122
0.290,-0.414,0.873,-0.854,-0.549,0.549
0.297,-0.411,0.878,-0.793,-0.183,0.305

0.293,-0.417,0.876,-1.648,-0.244,0.244
0.295,-0.417,0.869,0.366,0.244,0.549
0.296,-0.419,0.874,0.183,0.183,0.000
0.297,-0.417,0.871,0.916,0.183,-0.061
0.295,-0.420,0.871,0.000,1.587,-0.977
0.289,-0.417,0.867,0.122,1.221,-0.671
0.293,-0.418,0.871,0.244,-0.977,-0.061
0.292,-0.424,0.871,0.244,-0.244,-0.305
0.294,-0.420,0.870,1.282,1.953,-0.427
0.294,-0.419,0.871,1.404,0.977,-0.061
0.295,-0.419,0.869,1.709,0.793,0.061
0.296,-0.420,0.868,0.366,0.366,-0.305
0.293,-0.424,0.867,0.244,0.549,-0.122
0.297,-0.420,0.873,0.977,0.549,0.610
0.296,-0.422,0.867,1.160,0.549,-0.366
0.294,-0.424,0.865,-0.610,0.305,0.000
0.298,-0.419,0.872,-0.549,-0.122,0.427
0.298,-0.422,0.871,0.671,0.183,0.122
0.296,-0.421,0.867,0.671,0.366,-0.061
0.296,-0.421,0.866,-0.610,-0.549,0.122
0.297,-0.421,0.870,-0.427,-0.610,0.061
0.295,-0.423,0.871,-0.061,-0.488,-0.183
0.294,-0.423,0.865,0.122,-0.061,0.000
0.295,-0.421,0.867,-0.671,-0.305,0.244
0.295,-0.418,0.872,-0.427,-0.427,0.305
0.296,-0.422,0.872,0.000,-0.305,-0.244
0.294,-0.423,0.863,0.610,0.366,-0.183
0.296,-0.421,0.866,-1.282,-0.183,0.366
0.296,-0.416,0.873,-0.793,-0.366,0.549
0.290,-0.418,0.874,0.183,-0.488,-0.427
0.289,-0.426,0.864,0.488,0.244,-0.488
0.291,-0.424,0.861,-1.343,-0.305,-0.061
0.299,-0.415,0.879,-3.296,-1.099,0.793
0.298,-0.416,0.875,-1.221,-0.488,0.366
0.293,-0.418,0.867,0.427,0.305,-0.244
0.295,-0.420,0.872,-0.122,-1.709,-0.244
0.291,-0.421,0.873,-0.122,-0.793,-0.916
0.289,-0.418,0.873,1.343,0.061,-0.488
0.291,-0.417,0.867,0.916,-0.061,-0.061
0.297,-0.420,0.875,1.404,0.366,-0.061
0.301,-0.422,0.866,1.160,-0.427,-0.427
0.297,-0.417,0.875,0.977,-1.160,-0.610
0.283,-0.425,0.864,2.014,-0.610,-0.977
0.281,-0.428,0.871,1.953,0.061,-0.366
0.283,-0.425,0.863,-1.770,0.793,0.183
0.286,-0.423,0.871,-3.723,0.977,0.610
0.299,-0.419,0.872,-2.258,0.671,0.488
0.302,-0.417,0.873,-1.099,0.977,-0.549
0.294,-0.415,0.865,-0.977,-1.038,-1.282
0.289,-0.419,0.874,-1.953,-1.160,-1.343
0.290,-0.419,0.874,-1.526,-0.061,-1.282
0.288,-0.414,0.876,-0.183,-0.305,-0.488
0.285,-0.413,0.877,0.427,0.000,-1.282
0.279,-0.419,0.872,1.404,0.916,-2.014
0.287,-0.416,0.881,3.174,1.831,-2.014
0.289,-0.431,0.867,4.150,3.113,-2.686
0.295,-0.425,0.861,3.052,4.211,-0.793
0.302,-0.420,0.866,1.526,2.747,0.122
0.292,-0.423,0.857,0.122,2.625,-1.343
0.293,-0.432,0.872,-1.770,0.122,-1.038
0.299,-0.422,0.859,-0.732,0.732,0.244
0.295,-0.430,0.868,-4.883,-0.549,-0.549
0.296,-0.422,0.878,-3.235,-0.366,2.563
0.301,-0.404,0.875,-0.977,-0.305,2.441
0.292,-0.420,0.869,0.610,-0.305,-1.160
0.293,-0.418,0.872,2.747,0.000,-1.099
0.296,-0.414,0.869,2.014,-0.366,-1.709
0.299,-0.426,0.874,3.845,-0.244,-2.930
0.304,-0.410,0.881,7.935,-0.671,-4.944
0.281,-0.436,0.865,10.864,0.916,-6.775
0.270,-0.447,0.839,4.028,0.549,-3.540
0.278,-0.446,0.868,-3.967,-1.160,-1.404
0.283,-0.436,0.863,-2.197,4.517,2.136
0.300,-0.427,0.859,-2.625,1.465,1.526
0.320,-0.441,0.904,0.183,1.831,1.282
0.297,-0.410,0.828,7.874,1.831,-2.014
0.289,-0.440,0.896,4.272,-2.502,-2.563
0.305,-0.442,0.867,15.137,3.662,-4.517
0.291,-0.458,0.831,8.606,1.587,-4.639
0.294,-0.453,0.848,5.432,-0.671,-2.014
0.290,-0.458,0.852,3.296,-0.732,-2.441
0.277,-0.451,0.838,0.977,1.404,-3.052
0.278,-0.464,0.862,-2.747,-1.038,-0.916
0.286,-0.447,0.855,-0.305,1.282,0.488
0.293,-0.451,0.863,0.488,1.160,-0.061
0.303,-0.448,0.858,1.526,1.953,-0.793
0.298,-0.450,0.845,1.587,2.563,-2.380
0.285,-0.464,0.846,-1.160,0.916,-2.869
0.287,-0.451,0.857,-0.427,1.099,0.305
0.290,-0.444,0.852,-1.038,1.709,0.793
0.296,-0.451,0.860,-1.160,0.671,-0.061
0.286,-0.458,0.850,1.343,1.404,-0.366
0.288,-0.462,0.861,1.648,0.671,0.122
0.292,-0.462,0.841,4.517,2.625,1.038
0.293,-0.458,0.843,1.587,2.258,1.221
0.297,-0.462,0.846,-1.343,2.014,2.014
0.306,-0.458,0.848,-3.296,2.258,3.235
0.316,-0.441,0.856,-0.916,1.831,3.235
0.315,-0.440,0.855,0.549,1.221,0.183
0.300,-0.453,0.846,1.343,0.916,-1.343
0.295,-0.457,0.848,1.587,-0.793,0.183
0.297,-0.457,0.844,0.122,0.305,0.671
0.302,-0.459,0.847,-1.526,1.160,1.709
0.302,-0.456,0.840,-4.089,0.305,2.441
0.307,-0.449,0.853,-1.648,-0.610,1.587
0.306,-0.446,0.853,-0.366,0.549,0.793
0.304,-0.451,0.852,0.488,0.305,0.671
0.305,-0.453,0.852,0.793,0.732,0.000
0.301,-0.453,0.846,0.122,-0.305,0.793
0.306,-0.448,0.849,0.061,-0.122,1.282
0.308,-0.445,0.852,-0.671,-0.549,0.488
0.305,-0.448,0.854,0.366,-0.366,0.061
0.301,-0.450,0.849,0.916,0.183,-0.366
0.301,-0.451,0.852,0.244,0.305,-0.183
0.300,-0.453,0.845,0.183,0.488,-0.305
0.302,-0.451,0.855,-0.305,0.427,-0.061
0.304,-0.449,0.850,0.977,0.366,0.000
0.306,-0.453,0.846,-0.122,0.244,-0.244
0.305,-0.451,0.854,-1.404,0.061,0.122
0.306,-0.447,0.855,0.732,0.854,0.061
0.307,-0.447,0.845,1.587,0.916,-0.549
0.304,-0.458,0.849,-0.183,0.305,-0.732
0.302,-0.450,0.844,-1.221,-0.122,0.122
0.304,-0.449,0.858,-1.526,-0.488,-0.183
0.303,-0.450,0.850,1.709,0.732,0.122

0.302,-0.451,0.850,0.671,0.244,-0.305
0.303,-0.453,0.849,0.610,0.244,0.366
0.308,-0.445,0.854,0.549,0.305,0.183
0.306,-0.448,0.848,-0.366,-0.061,-0.244
0.303,-0.448,0.854,-0.610,0.000,-0.122
0.304,-0.448,0.852,0.366,0.610,-0.122
0.304,-0.450,0.851,0.122,0.244,-0.366
0.304,-0.452,0.850,0.488,0.183,0.061
0.301,-0.451,0.846,-1.160,-0.488,0.488
0.305,-0.446,0.854,-0.610,-0.427,0.366
0.304,-0.445,0.857,0.366,0.183,-0.122
0.301,-0.448,0.851,1.587,0.671,-0.183
0.304,-0.450,0.846,1.221,0.488,0.244
0.305,-0.450,0.846,-1.099,-0.427,0.061
0.303,-0.447,0.854,-2.380,-0.977,0.000
