aX,aY,aZ,gX,gY,gZ
0.273,-0.476,0.832,-1.770,-1.038,0.122
0.258,-0.472,0.832,1.587,-0.549,-0.122
0.277,-0.482,0.880,0.366,0.061,0.244
0.244,-0.476,0.819,-2.747,-2.441,0.671
0.264,-0.474,0.874,3.418,4.150,-1.038
0.249,-0.468,0.829,-3.357,-3.418,-0.793
0.253,-0.468,0.850,1.770,1.221,-2.441
0.243,-0.471,0.876,-1.160,2.014,-4.517
0.299,-0.490,0.843,-2.686,-0.427,-3.174
0.270,-0.484,0.827,0.000,2.441,0.122
0.259,-0.471,0.851,0.671,0.061,0.244
0.264,-0.472,0.835,0.122,-1.099,0.000
0.260,-0.474,0.847,2.014,-0.244,-0.122
0.262,-0.478,0.861,0.305,-0.122,-0.305
0.252,-0.474,0.848,1.160,2.014,0.061
0.261,-0.476,0.856,-1.892,-0.732,-0.549
0.269,-0.479,0.835,-1.648,-0.061,-0.732
0.279,-0.476,0.846,3.113,2.930,-0.122
0.261,-0.476,0.843,-0.549,-0.610,1.099
0.267,-0.486,0.841,0.671,0.427,0.183
0.258,-0.479,0.852,2.502,2.258,0.244
0.268,-0.480,0.864,0.732,0.244,0.244
0.275,-0.480,0.836,-2.075,-1.160,1.221
0.265,-0.473,0.849,1.343,1.892,2.014
0.253,-0.470,0.836,-2.075,-1.465,1.160
0.275,-0.477,0.840,0.793,0.427,0.488
0.256,-0.474,0.864,0.732,1.953,0.732
0.271,-0.480,0.842,-2.380,-0.977,-0.244
0.263,-0.475,0.832,-0.061,-0.244,0.183
0.276,-0.482,0.860,1.648,1.953,0.183
0.263,-0.475,0.844,-1.343,-2.258,1.465
0.264,-0.470,0.849,-0.244,0.488,0.610
0.261,-0.474,0.846,-1.282,1.038,-0.488
0.271,-0.475,0.858,-1.038,0.732,-0.366
0.254,-0.472,0.850,-1.953,-0.122,-0.244
0.261,-0.472,0.853,-3.540,-1.892,-1.709
0.264,-0.469,0.838,-1.770,-1.831,-2.136
0.269,-0.473,0.856,-2.075,-0.061,-1.526
0.279,-0.480,0.858,-3.113,-0.366,-0.305
0.279,-0.470,0.847,-1.648,0.000,0.854
0.259,-0.454,0.827,-2.380,-0.244,0.671
0.272,-0.467,0.821,1.221,-0.916,-0.793
0.280,-0.467,0.880,-1.404,-1.160,0.916
0.253,-0.460,0.834,-1.831,-1.709,0.977
0.253,-0.463,0.848,1.526,-0.427,-0.671
0.266,-0.463,0.862,-0.916,-2.991,-1.160
0.270,-0.477,0.850,-2.197,-3.540,0.488
0.219,-0.462,0.862,2.747,1.526,1.587
0.229,-0.468,0.898,1.465,0.671,-2.014
0.287,-0.489,0.881,-5.432,-2.930,-2.869
0.259,-0.463,0.838,-4.944,-1.953,-0.244
0.228,-0.444,0.856,0.549,3.601,-1.587
0.263,-0.454,0.845,-2.136,-0.305,-4.456
0.253,-0.453,0.852,-3.113,-3.479,-2.380
0.258,-0.473,0.850,0.854,1.648,-1.526
0.245,-0.464,0.879,1.648,2.625,-0.366
0.270,-0.479,0.879,-0.793,3.479,-0.854
0.265,-0.473,0.824,-1.465,1.709,0.305
0.289,-0.476,0.908,4.456,7.019,1.160
0.253,-0.463,0.840,-6.958,-1.892,3.784
0.248,-0.452,0.851,-1.099,0.671,2.930
0.263,-0.472,0.865,-7.385,2.014,-1.038
0.294,-0.443,0.806,0.305,4.578,1.038
0.275,-0.457,0.875,-2.380,-0.061,1.465
0.287,-0.456,0.828,-1.831,-0.061,2.502
0.267,-0.456,0.849,0.244,-1.038,2.197
0.264,-0.441,0.854,-0.610,-0.671,2.014
0.262,-0.444,0.862,-1.343,-2.197,1.953
0.248,-0.440,0.841,0.183,-2.991,1.587
0.256,-0.442,0.853,-0.488,-2.563,-0.122
0.269,-0.445,0.847,1.404,-2.930,-1.404
0.313,-0.468,0.919,-23.621,-4.578,4.700
0.273,-0.453,0.869,-27.405,-7.812,8.789
0.308,-0.468,0.870,-27.832,-4.822,11.841
0.246,-0.405,0.894,-22.156,2.197,13.550
0.237,-0.396,0.871,6.104,-0.549,4.761
0.249,-0.404,0.856,18.982,-3.540,1.038
0.241,-0.404,0.883,12.085,-1.099,2.014
0.237,-0.404,0.887,-1.953,-1.831,2.014
0.277,-0.423,0.870,-5.554,-2.136,1.648
0.260,-0.411,0.888,-6.836,-1.343,1.160
0.287,-0.413,0.871,-4.211,-3.174,1.587
0.252,-0.408,0.869,-3.784,-2.319,3.723
0.253,-0.405,0.883,-3.845,-2.869,0.977
0.270,-0.415,0.880,-1.038,-4.517,1.465
0.239,-0.402,0.904,0.977,-1.038,3.174
0.243,-0.406,0.897,5.615,0.427,0.854
0.258,-0.412,0.871,7.874,-0.305,-0.854
0.261,-0.412,0.885,4.700,-2.686,-0.610
0.250,-0.405,0.871,1.465,-3.235,-0.916
0.268,-0.418,0.875,-3.357,-6.836,-0.732
0.248,-0.410,0.887,-0.549,-7.263,-0.549
0.253,-0.429,0.934,-14.709,-0.854,-0.427
0.259,-0.414,0.851,-7.080,-0.977,1.648
0.239,-0.396,0.916,-15.381,2.686,-0.671
0.268,-0.381,0.855,-2.869,-4.761,0.732
0.238,-0.397,0.895,14.221,-7.690,2.197
0.240,-0.402,0.885,1.709,-5.920,0.061
0.231,-0.412,0.911,-4.822,-6.165,-0.366
0.241,-0.385,0.862,-8.545,-2.319,-1.709
0.235,-0.395,0.865,9.277,-3.113,0.305
0.238,-0.408,0.923,4.028,0.732,0.977
0.265,-0.408,0.896,-9.338,-3.235,2.258
0.226,-0.404,0.878,2.319,-2.747,1.038
0.245,-0.405,0.903,5.615,-3.601,0.000
0.233,-0.407,0.876,4.578,-8.850,1.282
0.211,-0.408,0.874,2.075,-3.967,0.244
0.219,-0.404,0.919,-3.784,0.244,-1.953
0.227,-0.403,0.915,-5.371,-3.235,-2.747
0.232,-0.407,0.901,-7.019,-6.653,-2.075
0.220,-0.403,0.899,-4.883,-9.277,-1.282
0.223,-0.399,0.898,-6.714,-5.615,-1.404
0.212,-0.385,0.885,-15.381,-4.578,-3.967
0.201,-0.391,0.897,-19.226,-7.507,-4.272
0.192,-0.371,0.942,-15.747,-6.714,-4.028
0.191,-0.369,0.928,-4.211,-2.686,-2.197
0.189,-0.369,0.922,-5.371,2.930,-0.916
0.208,-0.372,0.920,-8.362,0.305,-0.183
0.207,-0.354,0.921,-7.812,-4.028,-0.854
0.205,-0.357,0.922,-4.333,-5.737,-0.732
0.196,-0.363,0.918,-7.812,0.427,-1.648
0.193,-0.346,0.921,-2.686,-1.587,0.183
0.193,-0.353,0.921,2.869,-3.784,1.160
0.194,-0.364,0.907,-2.502,-3.418,1.038

0.282,0.076,0.900,-15.503,14.099,7.996
0.278,0.076,0.946,-13.916,-5.615,5.310
0.251,0.088,0.995,-14.709,-10.620,4.211
0.238,0.076,0.980,-18.982,2.319,4.761
0.260,0.155,0.959,-18.860,15.625,9.460
0.310,0.025,0.928,-6.592,10.742,-0.244
0.278,0.133,0.980,-25.330,1.770,5.981
0.271,0.147,0.989,-8.118,2.502,7.568
0.266,0.149,0.978,-9.338,10.254,6.042
0.294,0.151,0.950,-0.854,7.507,7.385
0.296,0.149,0.976,4.517,-0.732,3.357
0.281,0.127,0.967,10.132,-3.540,0.549
0.274,0.112,0.974,6.592,2.136,-1.221
0.280,0.104,0.969,2.625,6.531,-2.258
0.287,0.104,0.988,3.052,7.812,-2.625
0.273,0.105,0.944,0.793,4.639,2.869
0.301,0.139,0.938,0.916,-1.099,4.089
0.300,0.135,0.962,-0.183,-1.648,-0.305
0.300,0.124,0.960,3.845,-4.395,-1.648
0.282,0.115,0.970,2.441,-4.028,-1.099
0.279,0.117,0.965,1.038,-2.075,1.953
0.286,0.133,0.976,4.028,-4.883,4.639
0.292,0.109,0.944,5.737,-3.235,0.305
0.294,0.100,0.968,2.075,-4.456,-2.625
0.267,0.091,0.968,1.587,-5.920,1.648
0.275,0.111,0.947,2.686,-7.080,3.784
0.278,0.121,0.967,2.930,-4.883,0.366
0.266,0.106,0.984,2.502,-1.160,-3.784
0.260,0.091,0.955,1.648,6.714,-5.493
0.281,0.092,0.915,2.563,-1.282,-0.977
0.265,0.084,0.994,3.052,-19.714,3.784
0.251,0.104,0.984,5.981,-12.085,0.549
0.252,0.074,0.977,2.747,-1.099,-1.160
0.246,0.092,0.981,-0.916,5.981,0.549
0.276,0.102,0.952,-1.709,8.301,2.441
0.272,0.108,0.961,0.854,-1.221,2.319
0.259,0.093,0.974,2.563,-9.888,4.517
0.254,0.110,0.977,2.380,-5.066,0.916
0.246,0.088,0.978,2.319,-0.549,-1.770
0.247,0.072,0.977,0.671,1.404,2.014
0.256,0.075,0.964,-0.427,1.526,4.089
0.262,0.098,0.966,-2.319,-1.099,2.136
0.249,0.109,0.990,-0.977,0.122,-0.671
0.250,0.097,0.970,0.244,1.953,2.441
0.263,0.098,0.963,1.343,0.488,1.770
0.265,0.102,0.971,1.953,-1.892,-0.916
0.250,0.088,0.971,1.465,-2.319,-1.831
0.244,0.090,0.980,-0.427,0.916,1.160
0.257,0.093,0.967,-0.610,3.540,0.244
0.259,0.098,0.966,0.732,-1.953,-2.075
0.247,0.083,0.977,-0.061,-2.197,-0.366
0.252,0.085,0.974,-2.014,-0.366,2.014
0.260,0.102,0.971,-0.793,2.441,0.854
0.259,0.107,0.969,-0.671,0.977,-0.488
0.255,0.096,0.969,2.136,-1.465,-0.427
0.248,0.086,0.975,0.549,-0.488,-0.122
0.252,0.088,0.973,-0.793,1.404,0.732
0.258,0.095,0.971,-1.648,3.601,0.366
0.264,0.101,0.963,0.549,1.221,-0.366
0.256,0.093,0.975,1.404,-2.014,-0.732
0.250,0.083,0.973,0.610,-0.671,-0.061
0.253,0.090,0.970,-1.770,1.953,1.770
0.260,0.103,0.970,-2.075,1.587,2.136
0.264,0.119,0.969,0.366,-0.183,-0.305
0.250,0.090,0.973,2.075,-1.770,-1.282
0.253,0.080,0.966,1.038,0.488,-0.122
0.254,0.085,0.974,-2.075,0.305,2.014
0.257,0.092,0.975,-3.784,1.282,2.747
0.261,0.109,0.968,-2.563,1.038,1.282
0.264,0.116,0.969,0.427,0.427,-1.221
0.257,0.094,0.971,0.916,1.343,-1.953
0.259,0.094,0.968,0.488,0.061,-0.366
0.255,0.094,0.970,-0.977,-0.793,0.610
0.259,0.100,0.973,-2.075,0.793,0.549
0.258,0.102,0.970,-1.465,1.831,0.732
0.261,0.105,0.967,-0.549,0.488,0.244
0.260,0.103,0.968,1.526,-2.075,-1.282
0.254,0.094,0.974,-0.122,-0.488,0.000
0.259,0.095,0.968,-0.488,-0.061,0.793
0.260,0.104,0.976,-0.732,0.732,0.732
0.263,0.112,0.968,-0.854,0.793,0.122
0.256,0.101,0.970,-0.122,-0.610,-0.427
0.258,0.095,0.971,0.122,0.854,-0.122
0.258,0.096,0.970,-0.732,0.916,0.427
0.261,0.102,0.970,-1.038,0.671,0.854
0.265,0.112,0.966,-1.038,0.366,0.061
0.256,0.104,0.971,0.122,-1.099,-0.671
0.257,0.098,0.964,-0.305,-0.427,0.244
0.261,0.105,0.967,-2.319,-1.038,0.122
0.254,0.101,0.976,-2.380,-1.526,-0.366
0.255,0.099,0.970,-2.808,0.977,1.404
0.267,0.123,0.967,-1.892,1.343,1.282
0.254,0.109,0.971,1.831,0.000,-1.282
0.256,0.104,0.968,-0.549,0.671,0.061
0.257,0.100,0.962,-1.282,0.610,0.793
0.265,0.111,0.970,-1.404,1.099,0.854
0.263,0.116,0.964,-0.610,-1.221,-0.366
0.253,0.112,0.973,-0.244,-0.732,-0.427
0.255,0.106,0.966,-1.953,1.587,0.671
0.260,0.107,0.970,-2.075,1.709,0.732
0.260,0.106,0.964,-2.563,1.648,1.526
0.261,0.113,0.969,-3.052,1.160,2.380
0.265,0.123,0.962,-2.930,0.977,1.343
0.265,0.124,0.967,-0.183,-1.770,-0.366
0.259,0.120,0.968,-0.671,-2.075,0.183
0.258,0.121,0.971,-1.343,-0.366,0.732
0.261,0.119,0.967,-2.014,1.648,0.549
0.262,0.122,0.966,-1.587,0.916,0.183
0.264,0.123,0.966,-0.671,-0.183,0.366
0.260,0.121,0.967,-0.854,0.427,0.305
0.262,0.121,0.963,-0.427,0.183,0.549
0.262,0.122,0.966,0.183,-1.343,0.244
0.259,0.121,0.966,0.183,-1.892,0.183
0.260,0.126,0.968,0.854,-0.916,0.000
0.257,0.123,0.971,0.671,-1.221,-0.366
0.259,0.121,0.963,0.671,0.061,-0.549
0.257,0.120,0.969,1.099,-1.465,-1.221
0.254,0.115,0.969,0.793,-0.061,-0.610
0.258,0.115,0.965,-0.061,0.122,0.061
0.255,0.119,0.971,-0.427,0.122,0.305
0.262,0.131,0.966,-0.427,1.099,0.061
0.258,0.124,0.960,0.916,-0.671,-1.038
0.259,0.116,0.970,1.587,-0.671,-0.061
0.259,0.114,0.968,0.000,-0.183,0.427
0.257,0.122,0.970,-0.977,0.793,0.183

0.259,0.119,0.966,-0.122,0.183,0.244
0.256,0.119,0.972,0.305,-0.061,0.000
0.259,0.122,0.967,-0.244,0.305,0.244
0.255,0.119,0.967,0.000,0.000,0.000
0.259,0.120,0.969,0.732,-0.610,0.427
0.259,0.119,0.967,0.671,-0.610,-0.549
0.252,0.117,0.970,1.526,-1.587,-0.916
0.253,0.113,0.970,0.793,0.488,-0.671
0.254,0.113,0.968,0.366,-0.183,0.183
0.256,0.116,0.969,-0.183,-0.122,0.977
0.257,0.123,0.966,-0.061,-0.061,0.305
0.255,0.119,0.970,0.916,-0.977,-0.610
0.252,0.114,0.968,0.732,-0.549,0.000
0.256,0.117,0.971,0.183,0.366,0.244
0.255,0.117,0.965,0.305,0.183,-0.183
0.252,0.118,0.971,0.977,-1.282,-0.366
0.253,0.110,0.969,0.305,-0.488,0.122
0.252,0.110,0.970,0.000,0.244,0.427
0.253,0.117,0.972,-0.916,0.793,0.610
0.254,0.121,0.967,-0.793,0.977,0.488
0.258,0.123,0.966,1.221,-0.488,-0.061
0.257,0.115,0.972,1.831,-1.526,-0.610
0.252,0.110,0.972,0.610,-0.793,-0.122
0.248,0.110,0.972,-1.343,1.160,0.366
0.255,0.117,0.967,-1.831,1.770,0.305
0.256,0.121,0.965,0.061,-0.122,-0.305
0.256,0.120,0.973,0.732,-0.916,-0.244
0.251,0.111,0.968,-0.122,0.305,-0.549
0.253,0.115,0.969,-0.366,0.305,0.122
0.256,0.118,0.971,-0.305,-0.183,-0.061
0.255,0.114,0.969,0.000,0.305,-0.122
0.257,0.118,0.970,-0.732,0.488,0.427
0.255,0.118,0.967,-0.183,0.305,0.183
0.254,0.117,0.970,-0.488,-0.244,0.244
0.256,0.121,0.968,0.183,0.122,-0.732
0.254,0.117,0.971,0.732,-0.122,-1.038
0.255,0.114,0.966,0.610,-0.305,-0.305
0.251,0.109,0.971,0.000,-0.183,-0.183
0.255,0.117,0.969,-1.160,0.488,0.977
0.260,0.129,0.970,-0.244,0.061,-0.122
0.252,0.120,0.970,0.549,0.000,-1.038
0.257,0.115,0.965,0.916,-0.122,-0.305
0.257,0.117,0.967,0.610,-1.770,-1.099
0.252,0.109,0.974,0.244,-2.808,-1.343
0.247,0.116,0.972,-0.061,-1.587,-0.183
0.246,0.112,0.972,-0.488,1.770,0.122
0.255,0.119,0.969,-0.427,1.038,0.183
0.256,0.118,0.968,0.366,-0.671,-0.244
0.253,0.117,0.971,0.549,-0.549,0.122
0.250,0.115,0.972,-0.061,0.000,0.122
0.250,0.113,0.970,-1.282,2.014,-0.122
0.258,0.119,0.966,-0.366,1.038,0.183
0.258,0.118,0.967,0.732,-1.038,-0.549
0.253,0.115,0.969,0.427,-1.038,-0.427
0.251,0.115,0.971,0.061,-1.282,-1.099
0.251,0.118,0.969,0.061,-0.610,-0.427
0.255,0.122,0.969,0.549,-1.404,-0.671
0.251,0.115,0.972,0.793,-2.380,-1.160
0.245,0.114,0.973,0.244,-1.221,-0.916
0.247,0.113,0.972,0.244,0.793,-0.305
0.252,0.115,0.967,-0.305,1.465,-0.122
0.252,0.116,0.969,-0.122,-0.427,-0.244
0.249,0.117,0.969,0.610,-1.343,-0.366
0.249,0.112,0.972,0.366,-0.366,-0.183
0.249,0.112,0.971,-0.427,0.854,0.427
0.255,0.121,0.966,-0.366,0.671,0.244
0.246,0.115,0.973,0.610,-1.221,-0.732
0.250,0.118,0.971,0.244,-0.122,0.061
0.247,0.113,0.972,0.488,0.061,-0.061
0.250,0.113,0.972,-0.244,1.038,0.244
0.251,0.112,0.972,-0.244,0.610,0.366
0.250,0.119,0.970,-0.916,0.854,0.244
0.249,0.116,0.971,-0.732,0.854,0.244
0.253,0.119,0.968,-0.244,0.488,-0.244
0.254,0.116,0.969,0.305,-0.061,-0.366
0.253,0.117,0.971,0.854,-0.183,-0.061
0.248,0.116,0.969,0.366,-0.122,-0.549
0.248,0.115,0.972,-0.916,0.549,0.061
0.253,0.117,0.968,-0.549,1.099,0.000
0.254,0.115,0.970,-0.427,1.343,-0.244
0.253,0.115,0.966,0.732,-0.549,-0.122
0.250,0.117,0.974,0.000,0.000,-0.061
0.251,0.118,0.966,-0.244,0.305,0.122
0.255,0.117,0.971,0.427,-0.488,-0.244
0.254,0.116,0.970,0.183,-0.061,-0.183
0.249,0.117,0.971,0.061,-0.549,0.000
0.250,0.116,0.969,0.183,0.305,-0.122
0.253,0.118,0.970,-0.061,0.305,-0.183
0.252,0.113,0.969,0.183,0.305,-0.305
0.251,0.112,0.969,0.549,-0.366,-0.183
0.252,0.116,0.972,-0.366,-0.061,0.000
0.251,0.116,0.969,-0.183,0.061,0.000
0.252,0.117,0.969,-0.183,0.916,0.183
0.254,0.119,0.966,0.061,0.244,0.122
0.253,0.115,0.971,0.427,-0.793,0.061
0.253,0.116,0.971,0.122,-0.122,-0.183
0.251,0.117,0.970,0.122,0.000,-0.366
0.252,0.113,0.970,0.366,0.183,-0.244
0.250,0.114,0.970,-0.183,0.305,0.183
0.251,0.117,0.970,-0.793,0.854,0.549
0.251,0.120,0.968,-1.038,1.099,0.366
0.257,0.121,0.966,0.488,-0.427,-0.244
0.255,0.116,0.971,2.258,-1.587,-0.610
0.250,0.107,0.972,0.366,-0.305,-0.305
0.248,0.115,0.971,-1.282,0.916,0.610
0.253,0.125,0.967,-0.549,0.610,0.183
0.256,0.121,0.971,1.221,-1.221,-0.732
0.251,0.110,0.969,1.465,-1.160,-0.793
0.248,0.107,0.973,0.061,0.122,0.305
0.252,0.114,0.972,-0.610,0.671,0.549
0.255,0.121,0.967,-0.244,0.061,0.122
0.251,0.118,0.971,1.160,-1.282,-0.549
0.248,0.114,0.970,0.916,-0.549,-0.061
0.251,0.115,0.971,0.244,0.122,0.122
0.253,0.117,0.970,0.000,0.061,-0.183
0.248,0.112,0.972,0.366,-0.244,-0.671
0.250,0.113,0.969,0.122,0.244,0.305
0.252,0.115,0.970,0.122,-0.061,0.244
0.252,0.114,0.970,0.610,-0.305,0.061
0.251,0.115,0.971,0.610,-0.610,0.061
0.247,0.112,0.971,0.610,-0.183,-0.061
0.249,0.116,0.970,0.366,-0.305,0.183
0.250,0.115,0.973,0.488,-0.366,0.122
0.250,0.115,0.970,0.977,-0.366,-0.061
0.247,0.108,0.975,0.671,-0.549,-0.244

0.321,0.320,0.831,-24.231,29.358,59.326
0.286,0.336,0.808,-19.165,21.118,52.612
0.280,0.358,0.793,-17.334,20.203,50.842
0.295,0.388,0.789,-19.653,24.048,46.448
0.326,0.455,0.809,-7.812,12.756,34.485
0.301,0.431,0.804,-3.113,4.211,25.879
0.302,0.457,0.843,-6.836,10.315,21.729
0.344,0.452,0.843,-3.662,13.611,18.738
0.354,0.455,0.818,-5.005,12.512,16.602
0.375,0.479,0.846,2.563,3.479,13.489
0.345,0.458,0.848,1.404,6.348,7.141
0.358,0.465,0.837,-2.991,10.803,7.202
0.357,0.481,0.841,-2.136,10.254,4.211
0.372,0.480,0.831,1.587,9.521,0.244
0.358,0.443,0.817,7.812,5.310,-5.371
0.372,0.409,0.812,8.972,3.601,-3.601
0.347,0.353,0.759,9.155,3.601,-4.150
0.351,0.380,0.801,-0.061,-6.104,6.226
0.411,0.490,0.921,-13.672,4.150,15.381
0.376,0.456,0.875,-0.977,3.357,3.113
0.333,0.402,0.809,5.371,-2.075,4.822
0.365,0.436,0.797,-0.610,3.113,10.986
0.388,0.505,0.786,-0.732,4.089,9.949
0.386,0.492,0.800,1.709,-2.747,3.174
0.365,0.462,0.821,-1.526,-3.540,-0.122
0.359,0.449,0.862,-2.502,-0.916,2.808
0.374,0.453,0.852,-1.648,2.075,4.883
0.379,0.462,0.835,-0.183,2.686,2.991
0.361,0.439,0.818,-0.305,2.563,3.235
0.354,0.447,0.824,-0.793,5.310,5.127
0.369,0.444,0.805,1.038,3.906,3.052
0.330,0.444,0.819,-0.977,0.610,6.470
0.353,0.488,0.815,0.977,3.357,7.690
0.358,0.470,0.777,0.366,1.953,5.920
0.368,0.488,0.799,0.000,-1.465,2.258
0.359,0.465,0.806,0.977,-1.587,-0.610
0.350,0.456,0.821,0.000,-1.221,-0.427
0.362,0.460,0.804,0.427,-0.549,2.502
0.375,0.476,0.818,-0.610,-3.174,2.197
0.354,0.454,0.836,0.916,-7.080,-2.319
0.343,0.450,0.851,-1.465,-2.808,-3.174
0.370,0.479,0.840,-1.587,2.319,0.122
0.358,0.468,0.829,-1.587,0.427,-2.502
0.348,0.461,0.824,-1.953,0.122,-2.747
0.360,0.453,0.801,-2.930,0.122,-1.282
0.364,0.477,0.818,-7.568,-2.258,-3.784
0.344,0.471,0.841,-2.136,-1.892,-4.944
0.363,0.482,0.831,-2.502,6.287,-3.906
0.370,0.479,0.772,-3.357,7.690,-5.859
0.362,0.462,0.809,-1.648,-4.150,-8.789
0.344,0.413,0.830,2.625,-6.042,-6.470
0.344,0.405,0.834,0.183,2.136,-0.366
0.362,0.428,0.810,-0.732,4.028,4.272
0.372,0.464,0.793,0.488,2.502,1.953
0.366,0.456,0.802,-0.061,0.183,-0.488
0.359,0.470,0.822,0.916,3.296,1.343
0.359,0.463,0.801,-0.732,7.690,2.625
0.384,0.472,0.786,-3.540,3.784,2.380
0.389,0.485,0.812,-3.052,-2.197,-1.343
0.367,0.467,0.819,-0.183,-1.526,-4.089
0.358,0.449,0.833,-2.075,1.953,-2.075
0.374,0.455,0.816,-4.028,6.409,1.160
0.381,0.481,0.806,-3.662,6.348,1.648
0.389,0.474,0.791,-2.136,4.272,-0.366
0.386,0.489,0.796,-0.854,-2.319,-1.709
0.373,0.466,0.792,1.282,-0.916,-5.493
0.374,0.453,0.790,-0.549,1.343,-4.028
0.380,0.467,0.799,-0.305,-1.343,-1.221
0.381,0.471,0.829,-0.671,-0.366,-1.648
0.378,0.474,0.835,-0.610,2.808,-1.831
0.382,0.472,0.817,0.061,5.554,-0.488
0.390,0.472,0.795,-0.793,7.568,-0.305
0.394,0.476,0.788,-1.160,3.296,0.183
0.389,0.466,0.782,0.488,-1.160,-0.671
0.381,0.463,0.803,-2.014,-0.732,-1.709
0.383,0.458,0.821,-2.625,2.502,-0.183
0.396,0.463,0.801,-0.732,4.639,0.549
0.390,0.469,0.795,0.610,2.808,0.671
0.398,0.476,0.786,-0.366,0.977,0.305
0.394,0.475,0.797,-0.793,1.099,-0.488
0.392,0.469,0.802,0.183,-0.244,-0.854
0.392,0.474,0.808,-1.709,2.686,-0.183
0.396,0.468,0.790,-0.793,3.418,-0.366
0.396,0.471,0.789,-0.610,2.930,-0.671
0.394,0.468,0.791,0.000,1.831,-0.549
0.399,0.470,0.796,-1.282,5.859,-0.183
0.403,0.473,0.788,-1.282,3.906,-0.183
0.405,0.477,0.798,-0.732,3.418,-0.488
0.402,0.474,0.793,-1.038,2.502,-0.305
0.405,0.481,0.787,-0.244,1.709,0.793
0.405,0.476,0.781,0.061,2.258,-0.061
0.406,0.484,0.788,-1.526,1.343,-0.122
0.407,0.479,0.789,-0.488,1.404,-0.244
0.407,0.476,0.792,-1.221,2.319,-1.099
0.406,0.472,0.787,-1.160,3.723,-1.038
0.415,0.475,0.782,-0.061,2.197,-0.305
0.406,0.464,0.776,0.732,0.366,-0.977
0.406,0.468,0.786,0.000,1.221,-1.038
0.411,0.468,0.769,-0.122,2.625,0.366
0.414,0.476,0.768,-0.061,1.160,0.610
0.414,0.476,0.783,-0.854,0.061,-0.183
0.411,0.471,0.802,-1.526,0.549,-0.549
0.413,0.479,0.792,-1.038,3.113,0.122
0.419,0.483,0.777,-0.854,3.174,0.366
0.417,0.481,0.774,-0.366,-0.122,0.000
0.414,0.473,0.768,1.465,-1.282,-0.916
0.412,0.475,0.771,-1.221,0.366,-0.183
0.413,0.476,0.775,-0.732,0.671,-0.427
0.419,0.476,0.780,-0.977,-0.244,-0.488
0.411,0.472,0.798,-0.122,-0.122,-0.244
0.419,0.478,0.792,0.610,1.038,0.488
0.414,0.475,0.780,0.549,0.122,0.732
0.415,0.479,0.773,0.427,0.488,-0.122
0.415,0.482,0.775,-0.977,0.732,0.244
0.417,0.486,0.781,0.122,0.122,-0.305
0.422,0.484,0.778,0.366,-0.610,-0.488
0.411,0.466,0.779,0.732,-1.404,-1.038
0.409,0.469,0.782,-0.427,0.549,-0.305
0.417,0.475,0.776,-0.061,0.549,0.854
0.419,0.480,0.783,-0.061,-0.305,0.000
0.413,0.480,0.789,0.366,-0.366,-0.122
0.415,0.474,0.781,0.183,0.610,-0.061
0.416,0.480,0.781,-0.427,0.366,0.061
0.415,0.482,0.782,-0.061,0.427,0.000
0.417,0.481,0.773,-0.305,2.014,-0.732

0.418,0.476,0.781,0.122,-0.732,-0.061
0.421,0.479,0.782,-0.671,0.610,0.305
0.421,0.477,0.785,-0.061,-0.122,-0.061
0.420,0.488,0.787,0.916,-0.122,0.061
0.419,0.480,0.774,0.244,0.488,-0.305
0.420,0.483,0.771,-0.061,0.000,-0.732
0.417,0.473,0.773,-0.305,-0.122,-0.793
0.420,0.473,0.783,-0.122,-0.122,-0.732
0.420,0.477,0.788,0.732,-0.061,-0.061
0.417,0.472,0.773,0.916,-0.366,-0.427
0.421,0.482,0.777,0.244,0.488,-0.305
0.419,0.471,0.776,-0.183,0.183,-0.793
0.421,0.482,0.791,0.244,0.854,-0.610
0.423,0.478,0.774,1.221,0.793,-0.549
0.421,0.474,0.778,0.610,-0.671,-0.854
0.421,0.475,0.773,-0.061,0.305,-0.854
0.418,0.466,0.769,0.549,0.061,-0.793
0.418,0.469,0.780,-1.038,-0.183,-0.488
0.421,0.466,0.787,0.488,-0.549,-0.122
0.421,0.475,0.785,0.671,0.061,0.305
0.422,0.481,0.775,0.793,0.732,0.122
0.424,0.480,0.775,-0.793,0.183,-0.122
0.421,0.477,0.777,0.244,0.061,-0.793
0.423,0.472,0.780,-0.366,-0.427,-0.488
0.416,0.464,0.781,0.366,-0.793,-0.671
0.420,0.469,0.786,0.366,-0.122,-0.183
0.422,0.473,0.785,-0.610,1.343,0.305
0.421,0.466,0.772,1.404,0.427,0.427
0.421,0.473,0.773,0.000,-0.061,0.427
0.419,0.478,0.778,-0.061,0.183,0.732
0.427,0.492,0.782,0.000,-0.366,0.183
0.424,0.484,0.781,0.122,-0.183,-0.732
0.418,0.471,0.779,-0.183,0.183,-0.854
0.422,0.475,0.782,0.122,0.305,-0.671
0.419,0.465,0.776,0.061,0.000,-0.610
0.420,0.462,0.780,0.366,-0.366,0.061
0.420,0.464,0.774,0.854,-0.366,0.610
0.420,0.475,0.787,-0.732,0.610,0.488
0.422,0.485,0.787,0.610,0.977,0.427
0.424,0.481,0.775,0.427,0.122,0.000
0.425,0.480,0.780,0.122,0.000,-0.610
0.418,0.469,0.780,0.183,-0.061,-0.671
0.421,0.470,0.775,0.244,0.549,-0.183
