aX,aY,aZ,gX,gY,gZ
0.313,0.150,0.939,2.808,-9.277,2.319
0.319,0.146,0.966,2.319,-12.146,1.831
0.328,0.142,1.008,-0.183,-5.737,3.296
0.302,0.142,0.963,0.244,-0.427,2.380
0.307,0.154,0.959,1.160,-2.808,1.831
0.307,0.147,0.949,0.122,-4.578,1.709
0.298,0.140,0.953,0.488,-5.127,1.282
0.300,0.148,0.959,1.892,-3.601,1.709
0.292,0.151,0.942,1.099,-3.235,1.038
0.291,0.147,0.954,0.793,-5.737,1.160
0.295,0.146,0.979,-0.549,-3.845,1.648

0.225,0.142,0.979,2.136,-4.639,-0.977
0.231,0.137,0.997,2.014,-3.296,-1.770
0.235,0.126,0.983,1.038,0.061,-2.258
0.215,0.095,0.930,-0.366,-1.831,-2.258
0.217,0.097,0.929,1.160,-6.775,-0.366
0.206,0.101,0.949,0.366,-12.939,0.916
0.222,0.118,0.997,1.160,-15.564,4.089
0.231,0.153,1.035,3.967,-16.235,3.662
0.300,0.268,1.210,6.470,-14.343,10.498
0.414,0.397,1.537,4.822,0.854,10.986
0.411,0.365,1.607,-9.521,31.982,-10.010
0.362,0.204,1.466,-33.630,51.392,-20.935
0.396,0.093,1.442,-58.533,70.984,-17.883
0.435,0.212,1.462,-43.335,100.037,-12.512
0.376,0.285,1.274,-33.081,127.319,-25.208
0.336,0.239,1.217,-73.364,146.423,-34.241
0.363,0.164,1.185,-101.257,169.922,-36.865
0.312,0.098,0.893,-68.420,176.453,-48.767
0.367,0.196,0.692,-30.701,169.434,-44.250
0.407,0.184,0.556,-27.649,164.062,-41.382
0.398,0.053,0.290,-29.907,166.260,-43.091
0.396,-0.026,0.046,-19.714,154.907,-44.678
0.437,-0.090,-0.060,-3.357,134.827,-39.185
0.407,-0.086,-0.165,9.583,106.873,-15.198
0.380,-0.008,-0.174,7.324,58.167,10.925
0.353,0.023,-0.200,20.569,-2.441,16.235
0.355,0.031,-0.172,26.794,-64.514,28.076
0.385,0.140,-0.082,43.762,-113.647,31.372
0.353,0.190,0.008,48.828,-148.865,28.320
0.300,0.209,0.116,41.382,-181.213,28.320
0.237,0.172,0.306,24.048,-221.863,30.945
0.178,0.155,0.564,32.043,-243.286,36.560
0.092,0.207,0.778,47.607,-264.221,39.734
0.162,0.050,1.020,72.144,-251.953,30.945
0.042,0.176,1.109,80.750,-250.610,58.228
-0.152,0.140,1.237,83.252,-257.446,1.770
-0.289,0.022,1.298,69.824,-239.563,28.625
-0.155,-0.010,1.670,48.828,-216.492,33.630
-0.141,-0.082,1.542,62.500,-157.898,33.813
-0.346,0.104,1.390,65.369,-109.375,31.189
-0.335,0.102,1.466,27.710,-103.088,14.221
-0.374,0.055,1.659,14.038,-78.491,8.545
-0.285,0.089,1.871,-5.066,-55.969,7.629
-0.365,0.118,1.876,2.991,24.963,2.380
-0.425,0.119,1.646,-13.000,31.067,-6.409
-0.301,0.074,1.774,-21.790,70.374,-12.024
-0.301,0.080,1.637,-12.512,114.380,-13.977
-0.282,0.086,1.514,-24.963,145.691,-15.991
-0.227,0.047,1.442,-37.537,179.932,-29.541
-0.131,0.025,1.392,-55.725,207.642,-28.015
-0.125,0.080,1.243,-62.805,238.159,-39.124
-0.080,0.083,1.045,-69.641,246.399,-32.349
0.141,0.037,1.095,-97.656,262.451,-20.752
0.163,0.079,1.036,-87.952,291.382,-14.709
0.131,0.063,0.747,-82.092,293.579,-16.479
0.220,0.014,0.513,-62.256,248.657,-21.667
0.329,-0.005,0.387,-51.880,220.581,-12.146
0.245,0.015,0.049,-43.213,170.654,-19.775
0.351,-0.011,-0.172,-26.001,124.207,-15.747
0.449,0.052,-0.172,3.357,92.346,-6.042
0.540,0.099,-0.105,8.301,60.181,1.770
0.562,0.117,-0.175,12.329,17.334,8.179
0.558,0.178,-0.225,22.156,-42.358,9.644
0.596,0.231,-0.124,24.780,-89.355,12.756
0.610,0.312,0.071,20.813,-112.061,16.785
0.592,0.200,0.208,21.179,-130.859,16.418
0.526,0.103,0.258,39.734,-136.292,11.719
0.474,0.233,0.389,49.988,-158.081,3.845
0.582,0.213,0.776,27.222,-167.297,11.780
0.557,0.194,0.858,33.447,-154.602,12.329
0.499,0.207,0.916,43.213,-184.875,23.254
0.458,0.135,1.000,72.021,-180.054,-22.583
0.459,0.165,1.097,77.820,-164.368,-3.479
0.347,0.173,1.154,48.218,-130.676,6.042
0.312,0.108,1.195,39.185,-117.981,-6.836
0.341,0.122,1.338,36.560,-102.478,-2.380
0.290,0.123,1.397,31.189,-75.745,0.427
0.360,0.158,1.495,21.118,-48.218,2.380
0.291,0.110,1.337,16.174,-11.536,-6.226
0.226,0.059,1.175,3.357,1.526,-9.155
0.228,0.031,1.123,2.625,-1.648,-4.944
0.233,0.039,1.099,6.409,-1.587,0.000
0.224,0.072,1.074,2.747,1.648,0.122
0.218,0.074,1.029,-2.930,4.822,-0.854
0.215,0.073,0.993,-3.235,6.531,0.610
0.201,0.068,0.963,-2.380,5.798,1.526
0.192,0.068,0.972,-3.479,3.418,-0.793
0.201,0.057,0.983,-2.747,4.272,-2.502
0.189,0.033,0.955,-1.587,2.502,-3.479
0.183,0.040,0.945,-1.892,-3.296,-3.723
0.195,0.042,0.954,-1.160,-1.953,-0.488
0.185,0.039,0.935,-1.343,-3.967,-0.183
0.195,0.048,0.955,-2.197,-8.362,0.244
0.203,0.067,0.995,0.061,-7.202,0.244
0.199,0.071,0.997,-6.653,-10.254,0.122
0.187,0.073,1.009,-8.850,-10.620,1.709
0.180,0.069,1.003,-3.906,-6.409,0.854
0.184,0.061,1.012,-2.319,-4.578,0.427
0.177,0.068,1.003,-0.488,-2.625,1.587
0.175,0.071,0.984,0.183,-2.563,1.648
0.175,0.064,0.982,-1.648,-2.563,2.869
0.162,0.085,0.975,1.099,-0.305,3.723
0.167,0.095,0.980,0.488,-3.052,2.869
0.169,0.089,0.990,0.244,-5.066,1.038
0.163,0.087,1.005,1.526,-5.493,0.732
0.162,0.079,1.002,1.038,-3.540,-0.244
0.147,0.087,0.989,1.709,-2.625,-0.977
0.154,0.074,0.978,1.892,-4.395,-3.601
0.147,0.055,0.972,2.441,-5.981,-1.770
0.140,0.050,0.967,5.798,-8.057,-2.136
0.158,0.073,0.993,4.944,-9.277,-0.671
0.142,0.083,0.996,0.427,-6.958,-0.977
0.145,0.067,1.001,1.038,-8.545,-0.488
0.143,0.073,1.011,1.831,-4.211,0.366
0.132,0.074,1.004,1.648,-3.906,-2.075
0.139,0.055,0.997,1.465,-3.845,-0.793
0.127,0.060,0.995,2.075,-4.822,-1.160
0.130,0.050,1.003,0.732,-5.310,-0.427
0.126,0.052,1.003,1.465,-5.432,0.610
0.129,0.061,1.013,2.441,-4.822,1.343
0.133,0.073,1.022,1.709,-2.563,0.854
0.122,0.071,1.002,0.732,-0.061,-0.305
0.118,0.058,1.002,0.488,-1.221,-0.366
0.119,0.057,0.997,0.977,-1.221,-0.671
0.113,0.060,0.985,1.770,-1.648,-1.831

0.089,0.024,0.966,2.502,1.343,-2.258
0.089,0.022,0.980,1.465,-2.686,-0.916
0.092,0.031,0.999,0.671,-3.235,0.366
0.089,0.027,0.982,-0.244,-2.930,0.916
0.088,0.033,0.988,0.793,-4.883,1.404
0.089,0.040,1.011,1.160,-6.531,1.770
0.081,0.041,1.006,-0.916,-7.446,1.343
0.090,0.043,1.009,1.648,-5.981,1.282
0.086,0.051,1.003,0.244,-7.996,1.892
0.084,0.044,1.021,-2.563,-10.254,2.563
0.111,0.030,1.090,-6.042,-11.902,5.005
0.214,0.014,1.274,-15.198,-0.671,13.550
0.276,0.085,1.520,-26.917,26.855,22.095
0.168,0.181,1.559,-36.682,40.649,15.869
0.161,0.231,1.567,-46.082,49.927,10.559
0.167,0.254,1.531,-42.053,79.285,0.977
0.181,0.259,1.469,-37.476,96.069,-5.798
0.195,0.200,1.357,-37.537,126.831,-17.456
0.184,0.190,1.250,-53.650,161.316,-24.658
0.153,0.142,0.951,-55.359,189.575,-38.940
0.243,0.139,0.764,-56.335,193.359,-33.875
0.325,0.133,0.650,-42.847,171.753,-30.151
0.411,0.154,0.583,-32.654,149.292,-32.166
0.462,0.147,0.465,-35.645,128.723,-34.302
0.553,0.142,0.369,-36.316,121.582,-30.701
0.601,0.136,0.310,-31.982,109.131,-21.240
0.654,0.150,0.316,-19.897,91.370,-12.268
0.649,0.159,0.276,-10.986,74.524,-12.024
0.628,0.121,0.245,-13.062,52.551,-6.531
0.666,0.122,0.297,-19.714,33.447,-0.305
0.666,0.091,0.256,-15.442,24.780,4.150
0.668,0.122,0.216,-9.521,13.733,9.827
0.697,0.181,0.201,-2.869,-4.272,10.559
0.703,0.210,0.218,0.793,-14.954,11.230
0.675,0.235,0.222,0.549,-22.888,11.841
0.665,0.222,0.207,6.836,-36.682,10.315
0.643,0.258,0.223,13.123,-56.702,8.118
0.594,0.211,0.235,20.264,-77.698,4.211
0.530,0.089,0.191,27.771,-95.459,6.226
0.441,0.165,0.219,33.569,-127.869,17.334
0.436,0.174,0.336,33.752,-165.466,19.409
0.390,0.077,0.541,39.307,-167.053,32.776
0.274,0.174,0.677,54.565,-162.842,35.706
0.254,0.075,0.700,69.763,-174.255,18.799
0.071,0.102,0.771,55.359,-172.791,25.146
0.102,0.183,1.082,41.016,-199.158,58.472
0.120,0.066,1.273,67.017,-226.379,7.141
-0.055,0.036,1.168,77.759,-195.618,20.508
-0.119,0.115,1.395,44.861,-177.002,28.564
-0.067,0.005,1.428,42.236,-151.733,20.630
-0.337,0.114,1.417,42.297,-113.525,28.992
-0.322,0.119,1.497,46.509,-120.789,13.855
-0.181,0.023,1.497,35.645,-99.182,2.991
-0.201,0.045,1.485,17.090,-54.321,17.639
-0.269,0.066,1.364,19.043,-14.954,4.028
-0.321,0.047,1.250,10.742,-4.578,-1.953
-0.323,0.045,1.292,-1.099,-7.263,2.258
-0.262,0.077,1.414,-3.906,2.197,-0.366
-0.253,0.094,1.425,-8.911,30.640,-4.944
-0.260,0.067,1.426,-21.729,58.838,-6.531
-0.265,0.060,1.406,-17.334,81.665,-11.353
-0.238,0.038,1.342,-20.325,97.839,-14.709
-0.199,0.037,1.321,-25.940,114.990,-15.747
-0.155,0.072,1.271,-34.241,133.545,-21.179
-0.108,0.048,1.190,-51.086,151.550,-24.109
-0.041,0.020,1.126,-53.223,167.908,-21.729
0.001,0.016,0.989,-44.373,176.880,-27.344
0.063,0.010,0.873,-41.260,169.678,-28.442
0.159,0.034,0.770,-38.940,159.302,-23.071
0.205,0.002,0.615,-38.696,156.067,-16.235
0.251,0.011,0.459,-27.161,127.747,-4.578
0.305,0.098,0.370,-7.324,76.904,2.014
0.395,0.167,0.416,3.174,34.729,-4.089
0.482,0.172,0.538,-10.254,16.052,2.075
0.486,0.143,0.521,-6.104,16.663,0.305
0.433,0.139,0.468,4.883,7.385,-0.977
0.440,0.130,0.512,3.296,-12.024,0.427
0.440,0.091,0.570,4.456,-31.372,4.272
0.430,0.117,0.664,8.057,-41.443,11.292
0.444,0.146,0.734,15.137,-46.021,10.132
0.428,0.118,0.751,12.939,-50.110,7.690
0.386,0.108,0.815,8.667,-55.908,13.123
0.409,0.113,0.882,17.639,-68.054,21.240
0.362,0.150,0.951,29.846,-70.068,-0.977
0.404,0.189,1.080,24.780,-67.749,14.771
0.424,0.191,1.115,23.987,-50.842,10.803
0.353,0.188,1.068,17.944,-39.551,1.587
0.336,0.163,1.067,13.428,-38.330,3.601
0.335,0.147,1.067,15.747,-29.175,0.977
0.313,0.143,1.062,9.399,-23.499,0.854
0.284,0.135,1.079,6.714,-23.376,0.732
0.286,0.138,1.102,6.958,-20.264,1.770
0.293,0.145,1.124,4.700,-11.230,-0.122
0.267,0.127,1.084,1.587,-1.770,-3.418
0.248,0.101,1.024,1.831,-0.610,-3.967
0.244,0.088,1.001,1.465,0.183,-1.587
0.246,0.089,0.995,0.427,0.488,-0.366
0.244,0.106,0.992,0.732,1.160,-0.183
0.249,0.106,0.969,0.244,0.916,-2.075
0.245,0.092,0.955,-0.793,0.732,-1.709
0.236,0.099,0.962,-0.427,-1.099,-0.732
0.244,0.091,0.969,0.610,-1.953,-2.014
0.241,0.082,0.953,-0.305,-0.732,-1.465
0.237,0.076,0.942,0.244,-2.136,-1.587
0.236,0.086,0.965,1.648,-5.188,-0.061
0.244,0.091,0.976,1.221,-5.920,0.793
0.236,0.093,0.971,0.732,-5.493,-0.671
0.238,0.087,0.983,-1.343,-5.310,0.366
0.232,0.096,0.985,1.953,-5.493,0.977
0.239,0.095,0.983,-0.610,-4.150,0.488
0.226,0.082,0.964,-0.488,-3.418,0.061
0.217,0.094,0.974,1.465,-5.127,0.916
0.221,0.092,0.977,1.160,-7.446,0.427
0.214,0.097,0.977,0.671,-7.080,0.732
0.213,0.096,0.981,0.732,-6.409,1.221
0.215,0.115,0.999,2.014,-5.981,0.244
0.208,0.108,0.994,-0.122,-4.272,-1.343
0.198,0.084,0.993,-0.854,-3.235,-0.671
0.209,0.082,1.004,0.977,-0.732,0.427
0.201,0.088,0.969,0.061,-0.732,-0.427
0.201,0.089,0.965,0.183,-3.906,0.854
0.205,0.099,0.985,1.831,-3.540,0.732
0.204,0.093,0.993,-0.732,-1.648,0.793
0.189,0.083,0.981,-0.549,-0.549,0.488
0.196,0.091,0.990,0.793,-2.502,1.038

0.151,0.099,0.982,1.160,-6.104,1.282
0.151,0.092,0.984,0.610,-7.385,0.977
0.144,0.080,0.974,1.282,-7.996,0.061
0.130,0.070,0.976,-0.977,-9.583,1.953
0.139,0.083,1.006,2.258,-12.146,2.686
0.138,0.085,1.014,3.845,-11.963,2.441
0.136,0.077,1.031,1.770,-10.498,2.502
0.131,0.099,1.032,3.723,-6.836,3.174
0.123,0.118,1.015,3.723,-6.592,2.319
0.124,0.105,1.020,-0.061,-9.277,1.343
0.146,0.096,1.111,-2.502,-5.249,2.808
0.184,0.086,1.231,-3.723,6.042,4.883
0.229,0.163,1.394,-1.526,35.583,11.719
0.160,0.333,1.444,-0.488,54.749,-7.141
0.300,0.281,1.581,-20.325,71.594,-18.982
0.359,0.124,1.664,-47.119,113.586,-21.301
0.252,0.109,1.543,-56.152,167.786,-31.250
0.204,0.143,1.354,-51.331,222.046,-28.076
0.338,0.115,1.345,-69.641,266.724,-19.409
0.344,0.042,1.156,-78.369,295.532,-24.902
0.321,0.071,0.800,-73.914,274.719,-40.649
0.339,0.048,0.481,-74.341,232.483,-43.823
0.352,0.048,0.124,-53.040,223.145,-37.476
0.402,0.028,-0.183,-25.452,193.054,-26.184
0.447,0.081,-0.372,-8.362,151.733,-19.409
0.448,0.090,-0.508,3.723,90.393,-14.771
0.422,0.079,-0.589,11.536,22.522,-9.216
0.427,0.096,-0.482,17.151,-46.753,3.662
0.443,0.141,-0.322,25.513,-104.431,9.644
0.376,0.215,-0.206,39.795,-154.541,7.019
0.286,0.100,-0.059,45.837,-216.125,-3.723
0.232,-0.026,0.183,47.852,-266.296,-0.366
0.183,-0.063,0.562,19.287,-283.142,30.090
0.101,-0.007,0.775,16.174,-276.001,39.673
0.001,0.079,0.862,41.260,-289.307,35.706
-0.024,0.014,1.271,60.730,-327.087,45.288
-0.097,0.075,1.324,114.624,-277.283,12.146
-0.137,0.070,1.497,62.622,-261.414,23.254
0.014,0.018,1.854,37.781,-189.148,33.081
-0.088,0.169,1.839,31.311,-118.713,22.217
-0.159,0.160,1.920,-6.470,-62.378,19.836
-0.085,0.157,2.208,-24.414,-9.705,21.790
-0.117,0.304,2.203,-20.020,58.105,5.920
-0.021,0.302,2.143,-29.419,104.553,-6.531
-0.072,0.181,1.956,-39.063,157.715,-24.719
-0.157,0.029,1.731,-58.105,197.388,-37.903
-0.058,0.023,1.540,-52.490,226.440,-43.579
-0.066,0.075,1.227,-56.580,249.390,-42.480
0.004,0.045,0.955,-90.332,261.169,-39.246
0.106,-0.041,0.840,-98.999,260.986,-22.766
0.160,-0.011,0.571,-59.875,245.422,-22.949
0.286,0.032,0.316,-53.589,197.510,-26.367
0.376,0.071,0.154,-48.096,158.997,-14.099
0.393,0.100,-0.043,-5.310,142.883,-12.207
0.414,0.173,-0.174,17.700,110.229,-16.357
0.434,0.141,-0.255,20.203,66.833,-24.048
0.436,0.103,-0.267,1.526,18.677,-12.939
0.421,0.095,-0.221,11.841,-38.208,-0.122
0.422,0.168,-0.107,31.555,-87.952,3.723
0.390,0.220,0.035,46.570,-140.015,-5.310
0.331,0.083,0.160,28.992,-181.702,-1.831
0.245,0.071,0.411,13.916,-205.322,18.555
0.235,0.036,0.645,34.729,-216.431,19.775
0.190,-0.049,0.729,65.063,-214.783,18.127
0.121,0.057,0.956,80.811,-247.314,59.143
0.121,0.031,1.289,110.962,-239.441,-18.188
0.091,-0.126,1.238,85.144,-192.566,16.357
-0.155,0.003,1.279,46.509,-151.245,36.499
-0.004,-0.057,1.663,48.218,-137.695,28.015
0.073,-0.036,1.749,53.406,-93.201,23.132
-0.043,0.015,1.661,35.828,-35.278,25.513
0.031,-0.005,1.684,20.325,-3.052,12.634
0.056,-0.031,1.661,10.071,10.437,9.827
0.127,-0.048,1.715,7.935,22.644,17.761
0.141,-0.000,1.738,7.019,56.519,26.428
0.162,0.059,1.650,-18.555,86.853,21.362
0.086,-0.021,1.592,-33.508,123.169,11.230
0.178,-0.048,1.483,-50.232,163.879,29.846
0.230,-0.032,1.312,-62.744,202.576,30.701
0.307,-0.003,1.197,-82.581,213.501,14.893
0.301,0.012,1.077,-87.891,219.971,17.944
0.362,0.051,0.994,-101.379,243.835,28.748
0.390,0.072,0.779,-93.445,261.414,37.415
0.388,0.024,0.485,-92.407,241.211,30.579
0.414,0.069,0.273,-95.947,186.401,48.157
0.555,0.113,0.224,-76.294,123.657,45.105
0.489,0.159,0.097,-63.354,78.552,29.297
0.442,0.202,-0.054,-60.791,62.256,19.592
0.451,0.223,-0.115,-44.861,59.265,8.911
0.507,0.203,-0.122,-18.066,54.321,-3.174
0.524,0.207,-0.131,16.968,21.240,-25.574
0.541,0.213,-0.095,29.907,-27.710,-17.639
0.570,0.177,-0.029,30.701,-78.247,3.479
0.523,0.137,0.007,41.992,-124.878,16.968
0.372,0.234,0.084,61.157,-170.288,1.953
0.376,0.218,0.265,83.923,-213.379,-37.537
0.375,0.069,0.512,107.361,-209.839,-8.850
0.374,0.239,0.767,101.501,-240.417,45.288
0.324,0.088,1.046,94.177,-264.771,-55.481
0.539,-0.004,1.401,106.934,-205.811,-23.560
0.379,0.200,1.402,96.863,-137.939,-6.897
0.261,0.195,1.303,69.092,-111.938,-21.362
0.215,0.042,1.304,32.043,-88.196,-19.592
0.322,0.040,1.443,19.775,-82.703,-9.521
0.288,0.066,1.341,34.973,-54.504,-13.306
0.213,0.044,1.247,19.775,-37.170,-8.789
0.157,-0.028,1.216,10.010,-33.508,-6.592
0.202,-0.002,1.260,14.343,-21.423,-15.747
0.182,0.015,1.184,18.555,-12.756,-15.198
0.136,0.011,1.107,13.855,-1.953,-9.888
0.156,-0.020,1.093,7.202,6.226,-3.418
0.127,-0.043,1.011,-1.038,5.432,-4.395
0.091,-0.071,0.946,-0.732,7.385,-9.705
0.096,-0.058,0.966,5.981,-2.319,-8.545
0.127,-0.033,1.005,7.080,-2.869,-5.981
0.162,-0.042,1.050,2.136,6.104,-2.686
0.139,-0.032,1.015,4.761,15.442,-3.662
0.123,-0.041,0.965,3.479,14.648,-6.287
0.116,-0.044,0.936,1.892,7.507,-2.380
0.126,-0.045,0.944,-2.136,0.671,-1.770
0.133,-0.063,0.958,-5.615,-1.526,-0.977
0.127,-0.065,0.974,-1.404,-3.723,-4.517
0.142,-0.053,0.995,3.601,-6.165,-9.705
0.144,-0.028,1.011,-4.883,-12.329,-8.484
0.151,-0.027,1.010,-8.728,-11.780,-9.277

0.154,0.157,0.919,33.508,16.907,-6.470
0.101,0.113,0.897,36.926,-18.616,-15.991
0.015,0.047,0.813,43.091,2.380,-11.597
0.026,0.004,0.749,24.963,1.953,5.066
0.052,0.087,0.772,20.813,-28.748,3.662
0.045,0.074,0.879,36.682,-33.142,-10.437
0.013,0.083,0.925,29.114,-31.860,-12.268
-0.026,0.074,0.890,26.733,-55.786,0.366
-0.068,0.052,0.864,30.762,-69.946,-10.742
-0.051,0.010,1.025,49.316,-76.050,-26.611
0.028,-0.002,1.515,27.954,-39.124,-16.602
0.036,0.232,1.698,15.991,11.169,1.404
-0.015,0.288,1.811,-23.193,30.701,-3.601
0.053,0.240,1.919,-55.176,62.561,-7.690
0.013,0.197,1.776,-27.283,123.108,-35.339
-0.037,0.157,1.567,-43.701,150.513,-46.143
0.085,0.126,1.761,-104.919,197.205,-36.194
0.027,0.102,1.482,-126.221,268.433,-48.645
0.043,0.048,1.113,-126.160,292.114,-54.260
0.153,0.072,1.097,-88.745,332.275,-56.396
0.196,0.072,0.706,-66.589,307.129,-56.580
0.207,-0.066,0.343,-64.758,243.774,-40.588
0.281,-0.035,0.044,-53.101,188.538,-19.104
0.299,-0.063,-0.220,-22.095,147.949,-9.033
0.341,-0.006,-0.421,-5.737,115.479,-5.798
0.368,-0.003,-0.496,12.939,86.548,-1.343
0.378,0.100,-0.598,40.405,20.081,-0.793
0.392,0.211,-0.454,36.255,-65.918,20.142
0.357,0.235,-0.320,30.334,-145.325,48.096
0.249,0.206,-0.161,49.744,-229.309,58.533
0.128,0.198,0.166,71.533,-294.739,50.659
-0.087,0.067,0.453,103.882,-319.580,46.814
-0.186,-0.152,0.922,128.784,-314.209,49.988
0.155,-0.078,1.523,85.693,-326.416,89.905
0.073,0.258,1.473,91.492,-317.688,119.019
-0.255,0.247,1.324,153.992,-234.253,4.761
-0.310,0.015,1.456,121.704,-198.975,-13.184
-0.006,0.005,1.870,10.925,-151.062,29.907
-0.155,0.067,1.722,45.166,-73.181,12.268
-0.297,0.103,1.604,26.794,-74.402,17.700
-0.200,0.198,1.777,27.344,-17.456,1.343
-0.213,0.221,1.824,23.865,9.827,-14.954
-0.236,0.180,1.742,2.686,48.035,-13.367
-0.167,0.106,1.698,-25.208,85.266,-15.808
-0.126,0.050,1.677,-37.170,135.742,-33.020
-0.128,0.088,1.710,-40.405,187.073,-43.030
-0.146,0.058,1.519,-45.532,201.172,-27.039
-0.063,0.001,1.349,-67.749,243.774,-19.165
0.100,0.065,1.335,-109.741,323.181,-36.011
0.013,0.028,1.013,-145.935,348.145,-61.890
0.128,-0.131,0.755,-152.344,333.862,-50.598
0.356,-0.090,0.829,-67.810,354.553,-11.841
0.137,0.068,0.259,-29.419,343.811,1.953
0.247,-0.070,-0.160,-67.383,226.868,9.277
0.380,-0.007,-0.294,-70.618,108.459,4.883
0.394,0.128,-0.345,-28.076,83.740,-6.470
0.474,0.183,-0.328,7.019,85.693,-0.488
0.476,0.090,-0.446,31.555,27.222,-7.874
0.441,0.208,-0.510,51.453,-60.974,-2.380
0.484,0.332,-0.232,9.949,-165.955,9.644
0.497,0.270,0.020,8.606,-179.077,16.785
0.337,0.102,0.017,41.870,-207.886,13.794
0.145,0.052,0.141,69.031,-253.296,1.099
0.047,0.014,0.439,88.318,-279.419,-7.996
0.128,0.230,0.887,35.889,-284.241,31.372
0.124,0.027,1.111,30.396,-318.542,49.072
0.177,0.138,1.610,93.140,-285.645,-22.949
0.248,0.257,1.653,108.765,-200.623,-19.836
0.098,0.229,1.430,70.496,-149.597,-38.086
-0.065,0.250,1.341,30.334,-154.053,-50.232
-0.060,0.009,1.525,12.695,-164.490,-49.194
0.163,0.008,2.070,8.972,-88.074,1.160
0.021,0.152,1.862,29.846,-21.729,-3.174
-0.096,0.129,1.574,2.136,0.000,-5.310
-0.044,0.112,1.605,-4.456,13.245,-7.629
0.023,0.098,1.710,-10.559,55.298,0.977
-0.062,0.192,1.646,-19.348,103.394,5.859
-0.083,0.191,1.609,-25.879,131.958,-3.296
0.031,0.097,1.677,-22.888,187.927,-13.794
-0.018,0.098,1.570,-32.104,246.704,-21.973
-0.095,0.036,1.196,-70.679,324.585,-36.011
0.047,-0.053,0.848,-113.525,329.040,-35.645
0.176,-0.065,0.648,-74.463,322.571,-28.259
0.338,0.058,0.440,-36.926,274.963,-31.128
0.390,0.063,0.139,-38.757,220.032,-14.587
0.492,0.059,-0.005,-50.476,148.499,0.366
0.546,0.057,-0.110,-31.494,95.398,-2.686
0.634,0.039,-0.044,-27.771,74.036,-3.723
0.645,0.075,-0.073,-6.775,68.176,0.793
0.637,0.095,-0.171,-0.244,38.269,5.432
0.619,0.162,-0.114,-5.127,-1.526,19.165
0.622,0.156,-0.061,2.136,-46.387,19.592
0.633,0.136,0.013,4.333,-82.642,28.381
0.611,0.149,0.116,6.958,-99.915,38.757
0.542,0.086,0.108,17.334,-103.943,46.448
0.476,0.060,0.102,30.457,-114.502,58.411
0.396,0.147,0.203,77.881,-138.367,65.796
0.280,0.174,0.433,98.999,-190.796,60.547
0.310,0.338,0.706,99.548,-257.935,23.071
0.153,0.200,0.844,105.530,-290.955,-4.517
0.057,0.138,1.205,96.619,-289.124,18.127
0.210,0.199,1.568,97.656,-237.427,2.014
0.152,0.044,1.576,111.023,-157.288,-20.569
0.160,0.067,1.822,75.378,-78.125,-5.859
0.220,0.134,1.601,60.242,-40.283,-19.958
0.104,0.061,1.336,27.832,-45.349,-15.259
0.108,0.034,1.333,12.329,-32.898,-5.798
0.138,-0.015,1.368,13.428,-23.071,-8.484
0.148,-0.018,1.332,1.343,6.714,3.052
0.039,0.016,1.161,-12.146,15.442,5.981
0.069,-0.005,1.081,-13.000,7.141,9.705
0.072,0.027,1.109,-12.207,11.169,14.099
0.066,0.027,1.082,-19.897,20.508,7.568
0.055,0.016,1.029,-17.334,26.550,4.700
0.068,-0.001,1.057,-5.676,25.146,2.869
0.076,0.052,1.080,-1.709,34.729,-1.099
0.106,0.036,1.113,-16.846,42.419,-5.005
0.190,0.099,1.222,-32.166,63.782,2.441
0.118,0.101,0.996,-22.888,72.998,-3.296
0.184,0.052,0.967,-39.978,55.725,-10.559
0.208,0.024,0.890,-36.377,61.584,-3.906
0.218,0.019,0.809,-17.639,50.049,-5.859
0.246,0.032,0.727,-4.028,34.668,-5.066
0.262,0.088,0.724,-0.549,10.986,-2.808
0.327,0.094,0.896,-7.751,12.756,1.648

0.183,0.052,0.984,24.658,-18.677,4.944
0.191,0.050,1.010,19.836,-17.456,4.028
0.167,0.034,0.989,16.968,-18.005,3.418
0.162,0.010,0.991,15.747,-21.423,5.371
0.157,0.008,1.024,17.517,-20.996,6.531
0.155,0.015,1.037,15.137,-17.944,6.287
0.129,0.012,1.003,9.155,-17.517,5.127
0.113,0.000,0.980,8.850,-20.020,4.272
0.111,-0.018,1.008,15.686,-19.653,3.784
0.122,-0.028,1.043,15.137,-17.883,3.174
0.123,-0.075,1.080,5.310,-18.311,3.174
0.147,-0.046,1.210,-5.005,-13.489,13.855
0.162,0.015,1.360,-3.357,-1.831,18.372
0.246,0.083,1.573,-9.521,21.301,21.667
0.268,0.159,1.648,-22.827,64.636,17.761
0.241,0.148,1.593,-37.537,91.675,7.324
0.246,0.170,1.573,-58.838,130.188,5.737
0.268,0.178,1.547,-78.674,170.837,-7.263
0.245,0.099,1.444,-98.450,222.961,-20.447
0.224,0.094,1.279,-105.530,272.644,-27.771
0.232,0.098,0.984,-86.853,282.166,-33.325
0.365,0.092,1.013,-96.680,299.683,-17.395
0.205,0.014,0.528,-85.754,272.827,-28.687
0.273,-0.097,0.070,-80.566,217.590,-33.997
0.354,-0.069,-0.216,-78.552,168.213,-14.282
0.327,-0.008,-0.496,-26.428,154.480,-6.653
0.343,0.009,-0.734,11.353,100.769,7.202
0.295,0.081,-0.856,36.011,8.423,11.414
0.334,0.101,-0.630,40.161,-104.675,12.451
